Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Result,HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,Venue
2013-02-23,fulham,stoke,1,0,20,7,9,2,4,9,9,4,1,3,0,0,2.2,3.3,3.75,W,10,10,10.7,5.3,4.1,10.0,1.6,0.0,0.9,1.5,1.2,1.5,-6.0,-3.0,0.9,1.2,20.0,30.0,0.0,50.0,60.0,1.0,8.5,5.0,4.7,10.2,1.9,0.1,1.2,1.9,0.5,1.3,-7.0,-8.0,1.0,0.7,20.0,10.0,1.0,60.0,50.0,1.0,75,77,78,76.67,75,76,75,75.33,Craven Cottage
2013-03-10,newcastle,stoke,2,1,14,7,6,4,10,12,14,4,1,1,0,0,1.83,3.7,4.8,W,3,8,12.7,8.3,5.0,12.2,1.8,0.0,1.8,2.3,1.7,1.5,-5.0,2.0,1.0,1.5,30.0,50.0,0.0,40.0,50.0,0.0,8.4,4.4,4.7,10.1,1.7,0.1,1.1,2.0,0.5,1.4,-9.0,-9.0,0.8,0.6,20.0,10.0,0.0,40.0,40.0,0.0,76,77,82,78.33,75,76,75,75.33,St. James Park
2013-03-30,everton,stoke,1,0,15,10,9,5,13,18,4,3,1,3,0,0,1.57,3.9,7.5,W,10,10,12.7,7.4,7.9,10.2,1.5,0.1,1.4,1.2,1.7,1.1,2.0,6.0,1.5,1.9,40.0,50.0,2.0,70.0,90.0,2.0,8.7,3.9,4.5,11.1,1.6,0.0,0.6,1.8,0.4,1.2,-12.0,-8.0,0.5,0.6,10.0,10.0,0.0,30.0,40.0,1.0,77,75,76,76.0,75,76,75,75.33,Goodison Park
2013-04-20,qpr,stoke,0,2,25,11,11,4,8,14,5,5,1,2,0,0,2.25,3.4,3.5,L,7,6,11.7,6.3,4.2,9.1,1.8,0.1,1.1,1.7,0.8,1.1,-6.0,-3.0,0.9,1.1,20.0,20.0,0.0,50.0,70.0,0.0,9.4,4.0,4.1,12.3,2.0,0.0,0.6,1.4,0.4,1.2,-8.0,-8.0,0.5,0.6,10.0,10.0,0.0,30.0,40.0,0.0,74,74,79,75.67,75,76,75,75.33,Loftus Road
2013-05-06,sunderland,stoke,1,1,14,11,7,7,6,12,5,6,2,2,1,0,2.1,3.3,4.0,D,7,9,9.6,5.2,5.7,10.8,1.9,0.1,1.1,1.8,1.2,0.7,-7.0,5.0,0.8,1.5,20.0,40.0,0.0,40.0,70.0,0.0,10.2,4.2,5.0,12.2,2.2,0.0,0.7,1.1,0.5,1.1,-4.0,-6.0,1.0,0.8,30.0,20.0,2.0,40.0,40.0,2.0,74,75,77,75.33,75,76,75,75.33,Stadium of Light
2013-05-19,southampton,stoke,1,1,11,7,7,3,9,7,3,4,0,2,0,0,1.75,3.8,5.25,D,7,7,13.9,7.6,6.2,10.0,1.3,0.2,1.0,1.0,1.2,1.1,0.0,1.0,1.3,1.5,30.0,40.0,0.0,70.0,70.0,1.0,9.9,4.0,4.3,12.9,2.3,0.1,0.7,1.2,0.5,1.2,-5.0,-7.0,0.8,0.6,20.0,10.0,0.0,40.0,40.0,0.0,72,70,73,71.67,75,76,75,75.33,St Mary's Stadium
2013-08-17,liverpool,stoke,1,0,26,10,11,4,11,11,12,6,1,1,0,0,1.4,5.0,9.5,W,10,10,17.6,11.3,7.5,8.5,1.4,0.0,1.8,0.9,2.3,0.6,9.0,17.0,1.9,2.1,50.0,60.0,2.0,90.0,90.0,8.0,9.6,4.1,4.3,12.4,2.4,0.1,0.8,1.2,0.6,1.3,-4.0,-7.0,0.9,0.6,20.0,10.0,0.0,50.0,40.0,1.0,79,80,79,79.33,75,76,75,75.33,Anfield
2013-08-31,west-ham,stoke,0,1,9,15,0,5,10,12,3,4,2,1,0,0,2.0,3.4,4.33,L,7,7,11.3,5.1,3.7,11.1,1.7,0.0,1.2,0.9,1.9,1.0,3.0,9.0,1.4,2.1,30.0,60.0,0.0,80.0,90.0,3.0,10.0,4.1,4.5,12.1,2.5,0.1,0.9,1.2,0.6,1.4,-3.0,-8.0,1.1,0.5,30.0,10.0,1.0,50.0,30.0,1.0,72,75,75,74.0,74,74,75,74.33,Boleyn Ground
2013-09-22,arsenal,stoke,3,1,16,9,8,3,8,15,6,7,0,2,0,0,1.36,5.25,10.0,W,4,8,14.0,7.4,5.8,10.6,2.0,0.2,1.6,0.7,1.9,1.0,9.0,9.0,2.3,2.1,70.0,60.0,3.0,90.0,90.0,3.0,11.0,4.2,4.4,11.2,2.1,0.1,0.9,0.8,0.7,1.1,1.0,-4.0,1.5,0.8,40.0,20.0,0.0,70.0,40.0,3.0,80,79,80,79.67,75,74,74,74.33,Emirates Stadium
2013-10-05,fulham,stoke,1,0,9,16,2,3,11,13,7,5,3,2,0,0,2.4,3.3,3.3,W,7,6,9.1,4.7,3.4,10.6,1.4,0.0,1.0,1.7,1.0,2.0,-7.0,-10.0,0.7,0.7,20.0,20.0,0.0,30.0,30.0,0.0,10.3,3.8,5.0,11.8,2.2,0.1,0.8,1.0,0.7,1.1,-2.0,-4.0,1.2,0.8,30.0,20.0,0.0,60.0,40.0,0.0,75,75,78,76.0,75,74,74,74.33,Craven Cottage
2013-10-26,united,stoke,3,2,19,10,5,5,8,18,12,2,2,6,0,0,1.33,5.5,11.0,W,3,7,13.8,5.8,5.4,9.8,2.0,0.0,1.8,1.6,1.5,0.7,2.0,8.0,1.5,1.7,40.0,50.0,0.0,70.0,70.0,2.0,10.5,3.3,5.0,12.1,1.9,0.1,0.6,1.0,0.7,1.1,-4.0,-4.0,0.9,0.8,20.0,20.0,0.0,50.0,40.0,1.0,82,81,86,83.0,75,74,74,74.33,Old Trafford
2013-11-10,swansea,stoke,3,3,17,6,6,3,12,15,14,3,5,3,0,0,2.0,3.4,4.33,D,3,8,12.9,5.4,5.0,10.2,1.9,0.1,1.2,1.2,0.9,1.5,0.0,-6.0,1.1,0.7,30.0,10.0,0.0,50.0,50.0,0.0,11.1,3.5,5.1,13.4,2.2,0.0,0.7,1.1,0.9,1.3,-4.0,-4.0,0.9,0.8,20.0,20.0,0.0,50.0,40.0,1.0,73,73,74,73.33,75,74,74,74.33,Swansea.com Stadium
2013-11-30,everton,stoke,4,0,22,4,12,3,9,16,9,3,0,3,0,0,1.62,4.0,6.25,W,7,7,12.8,4.8,4.8,9.6,2.2,0.0,1.5,1.1,1.5,0.6,4.0,9.0,1.9,2.4,50.0,70.0,0.0,90.0,100.0,5.0,11.0,3.4,4.4,13.6,2.3,0.0,1.0,1.2,1.1,1.4,-2.0,-3.0,1.0,0.9,20.0,20.0,1.0,60.0,50.0,3.0,77,76,74,75.67,75,74,74,74.33,Goodison Park
2013-12-14,hull,stoke,0,0,13,11,4,2,11,13,7,5,1,0,0,0,2.3,3.3,3.5,D,5,7,11.2,2.2,4.8,10.8,1.8,0.0,0.8,1.2,,,-4.0,,1.1,,30.0,,0.0,50.0,,1.0,10.5,3.1,4.1,13.7,2.8,0.0,1.1,1.5,1.1,1.7,-4.0,-6.0,1.0,0.9,20.0,20.0,1.0,60.0,50.0,2.0,68,69,68,68.33,75,74,74,74.33,Hull City Stadium
2013-12-26,newcastle,stoke,5,1,27,11,8,3,10,8,8,2,1,1,0,2,1.75,3.8,5.25,W,5,5,14.0,4.8,4.5,12.3,1.5,0.1,1.5,1.0,1.2,1.5,5.0,-3.0,2.0,1.5,60.0,40.0,1.0,80.0,70.0,3.0,10.4,3.1,4.0,13.6,2.5,0.0,1.3,1.4,0.9,1.7,-1.0,-8.0,1.4,0.7,30.0,10.0,1.0,80.0,50.0,4.0,77,77,81,78.33,75,74,74,74.33,St. James Park
2013-12-29,tottenham,stoke,3,0,20,2,7,1,6,14,6,1,2,2,0,0,1.44,4.33,8.0,W,3,3,16.7,5.1,7.1,11.5,1.7,0.1,1.1,1.9,0.9,1.3,-8.0,-4.0,1.5,1.5,40.0,40.0,0.0,70.0,70.0,2.0,10.6,3.1,3.6,13.2,2.5,0.2,1.4,1.9,0.9,2.1,-5.0,-12.0,1.3,0.6,30.0,10.0,0.0,70.0,40.0,0.0,79,78,82,79.67,75,74,74,74.33,White Hart Lane
2014-01-18,palace,stoke,1,0,12,17,6,2,9,13,4,3,0,2,0,0,2.35,3.2,3.5,W,7,6,11.8,4.1,5.3,10.1,1.3,0.1,0.7,1.0,0.8,1.4,-3.0,-6.0,1.3,1.1,40.0,30.0,0.0,50.0,50.0,0.0,10.6,2.9,4.0,12.6,2.0,0.2,1.2,2.1,0.8,2.3,-9.0,-15.0,1.2,0.5,30.0,10.0,0.0,60.0,30.0,0.0,67,68,70,68.33,75,74,74,74.33,Selhurst Park
2014-01-29,sunderland,stoke,1,0,16,14,6,5,16,15,2,3,2,2,0,1,2.1,3.4,3.9,W,10,10,13.8,4.5,5.9,10.5,2.0,0.1,1.3,1.2,1.2,1.8,1.0,-6.0,1.1,0.8,20.0,20.0,0.0,70.0,40.0,2.0,10.6,2.6,4.0,12.8,2.0,0.2,1.0,2.2,0.8,2.3,-12.0,-15.0,0.9,0.5,20.0,10.0,0.0,50.0,30.0,0.0,74,73,75,74.0,75,74,74,74.33,Stadium of Light
2014-02-08,southampton,stoke,2,2,17,5,5,4,7,14,7,4,0,4,0,0,1.55,4.0,7.5,D,7,7,13.5,4.5,4.5,11.1,1.8,0.0,1.6,1.4,1.8,1.3,2.0,5.0,1.3,1.7,30.0,50.0,1.0,70.0,70.0,4.0,11.2,3.2,4.5,13.4,1.9,0.3,1.2,2.0,0.7,2.4,-8.0,-17.0,1.1,0.2,30.0,0.0,1.0,50.0,20.0,1.0,71,73,78,74.0,75,74,74,74.33,St Mary's Stadium
2014-02-22,city,stoke,1,0,19,7,7,2,16,13,8,3,3,1,0,0,1.18,8.0,19.0,W,4,10,19.8,6.1,8.4,10.7,2.2,0.0,2.7,1.2,3.6,0.9,15.0,27.0,2.5,2.7,80.0,90.0,0.0,90.0,90.0,1.0,10.4,3.5,4.1,13.2,2.1,0.3,1.2,2.1,0.8,2.3,-9.0,-15.0,0.9,0.3,20.0,0.0,0.0,50.0,30.0,3.0,80,83,85,82.67,75,74,74,74.33,Etihad Stadium
2014-03-08,norwich,stoke,1,1,13,6,5,3,9,12,3,1,0,2,0,1,2.25,3.3,3.6,D,6,7,13.6,3.9,6.4,10.6,2.2,0.2,0.5,1.2,0.8,0.5,-7.0,3.0,0.9,1.6,20.0,40.0,0.0,50.0,80.0,0.0,9.6,3.6,3.9,13.7,2.3,0.1,1.0,1.6,0.8,2.3,-6.0,-15.0,0.9,0.3,20.0,0.0,1.0,50.0,30.0,1.0,73,73,72,72.67,75,74,74,74.33,Carrow Road
2014-03-23,aston-villa,stoke,1,4,12,10,3,5,16,10,5,3,5,1,0,0,2.2,3.3,3.75,L,8,8,11.7,3.7,4.0,12.8,1.6,0.0,1.4,1.3,1.3,1.3,1.0,0.0,1.4,1.4,40.0,40.0,2.0,60.0,60.0,2.0,10.7,4.3,4.3,13.2,2.0,0.2,1.3,1.4,0.7,2.1,-1.0,-14.0,1.2,0.4,30.0,0.0,1.0,60.0,40.0,3.0,71,72,74,72.33,75,74,74,74.33,Villa Park
2014-04-05,chelsea,stoke,3,0,18,4,8,2,8,18,7,3,0,0,0,0,1.29,6.0,13.0,W,3,7,20.1,6.2,7.5,11.0,1.3,0.2,1.9,0.4,2.5,0.4,15.0,21.0,2.0,2.8,60.0,90.0,0.0,80.0,100.0,0.0,10.2,4.5,4.0,12.8,2.0,0.2,1.5,0.9,0.8,1.9,6.0,-11.0,1.8,0.6,50.0,10.0,3.0,80.0,40.0,5.0,81,80,82,81.0,75,74,74,74.33,Stamford Bridge
2014-04-19,cardiff,stoke,1,1,13,14,4,5,6,12,12,7,2,3,0,0,2.38,3.2,3.0,D,7,7,11.8,3.9,5.6,8.7,1.4,0.0,1.1,2.3,1.1,2.2,-12.0,-11.0,0.8,1.1,20.0,30.0,1.0,40.0,50.0,1.0,8.9,3.9,3.7,12.5,1.7,0.1,1.4,1.0,0.8,1.8,4.0,-10.0,1.8,0.6,50.0,10.0,1.0,80.0,40.0,1.0,68,70,72,70.0,75,74,74,74.33,Cardiff City Stadium
2014-05-11,west-brom,stoke,1,2,17,15,4,4,4,7,11,6,0,0,0,0,2.1,3.6,3.75,L,4,8,12.7,4.0,3.7,11.0,1.2,0.0,1.1,1.8,1.3,1.4,-7.0,-1.0,1.1,1.3,30.0,20.0,0.0,50.0,90.0,0.0,12.4,4.5,4.2,11.9,1.4,0.2,1.6,0.9,0.9,1.9,7.0,-10.0,2.0,0.6,60.0,10.0,1.0,80.0,40.0,1.0,71,74,74,73.0,75,74,74,74.33,The Hawthorns
2014-08-24,hull,stoke,1,1,9,19,2,3,10,10,4,5,1,3,1,0,2.5,3.25,3.2,D,3,8,8.8,3.4,4.6,9.5,1.0,0.1,0.9,1.6,1.1,1.5,-7.0,-4.0,1.0,1.0,30.0,30.0,1.0,40.0,40.0,1.0,13.7,4.4,4.6,11.5,0.9,0.1,1.6,1.0,1.0,1.5,6.0,-5.0,1.9,0.9,60.0,20.0,0.0,70.0,50.0,0.0,68,69,68,68.33,75,74,74,74.33,Hull City Stadium
2014-08-30,city,stoke,0,1,16,7,2,2,14,5,11,4,2,1,0,0,1.18,8.0,18.0,L,5,3,16.5,6.0,6.2,9.9,2.1,0.0,2.7,1.0,2.8,0.8,17.0,20.0,2.5,2.5,80.0,80.0,7.0,90.0,90.0,8.0,13.9,3.8,4.5,11.2,1.1,0.1,1.4,1.0,1.1,1.3,4.0,-2.0,1.7,1.0,50.0,20.0,0.0,70.0,60.0,1.0,81,82,83,82.0,73,75,76,74.67,Etihad Stadium
2014-09-20,qpr,stoke,2,2,21,8,5,4,6,15,10,1,2,4,0,0,2.8,3.25,2.8,D,6,7,13.5,4.7,4.1,8.5,1.5,0.0,0.2,1.7,0.6,1.0,-15.0,-4.0,0.4,0.9,10.0,20.0,0.0,20.0,50.0,0.0,14.5,3.6,5.1,10.6,1.2,0.1,1.0,1.0,1.2,1.2,0.0,0.0,1.4,1.3,40.0,30.0,0.0,60.0,70.0,0.0,72,73,72,72.33,73,73,76,74.0,Loftus Road
2014-10-04,sunderland,stoke,3,1,8,11,3,5,10,17,7,4,3,4,0,0,2.55,3.25,3.1,W,7,5,12.8,3.7,5.1,11.5,2.0,0.0,1.3,0.9,1.1,1.1,4.0,0.0,1.4,1.0,30.0,20.0,0.0,80.0,60.0,3.0,15.1,3.8,4.7,11.1,1.6,0.1,1.2,0.9,1.4,1.3,3.0,1.0,1.5,1.4,40.0,30.0,1.0,70.0,80.0,2.0,73,73,74,73.33,73,73,76,74.0,Stadium of Light
2014-10-25,southampton,stoke,1,0,20,8,2,1,10,12,6,3,0,2,0,0,1.65,4.0,6.0,W,7,6,13.8,6.0,5.2,12.1,1.6,0.0,2.1,0.6,2.5,0.8,15.0,17.0,2.0,2.0,60.0,60.0,1.0,80.0,80.0,1.0,14.8,3.8,4.3,12.2,2.0,0.0,1.4,1.1,1.3,1.4,3.0,-1.0,1.7,1.3,50.0,30.0,1.0,70.0,70.0,1.0,73,76,76,75.0,73,73,76,74.0,St Mary's Stadium
2014-11-09,tottenham,stoke,1,2,14,11,4,4,20,13,5,5,3,2,1,0,1.7,4.0,5.5,L,3,8,12.6,4.1,7.1,12.1,1.8,0.2,1.3,1.4,2.0,1.1,-1.0,9.0,1.4,1.8,40.0,60.0,1.0,60.0,60.0,1.0,13.9,3.3,4.6,13.2,2.3,0.0,1.0,1.2,1.3,1.4,-2.0,-1.0,1.2,1.3,30.0,30.0,0.0,60.0,70.0,1.0,78,80,77,78.33,73,73,76,74.0,White Hart Lane
2014-11-29,liverpool,stoke,1,0,16,13,3,4,11,9,5,5,0,3,0,0,1.73,4.0,5.0,W,3,7,15.1,4.6,5.4,10.5,2.4,0.0,1.2,1.4,1.5,1.1,-2.0,4.0,1.1,1.7,30.0,50.0,0.0,50.0,70.0,0.0,14.4,3.6,5.8,13.1,2.4,0.0,1.2,1.3,1.4,1.4,-1.0,0.0,1.4,1.5,40.0,40.0,0.0,60.0,70.0,0.0,78,79,76,77.67,73,73,76,74.0,Anfield
2014-12-02,united,stoke,2,1,10,5,3,4,8,13,2,2,2,4,0,0,1.45,4.5,8.5,W,3,3,15.5,5.0,6.7,10.6,1.7,0.3,2.0,1.2,2.1,0.7,8.0,14.0,2.0,2.2,60.0,70.0,3.0,80.0,80.0,3.0,15.0,3.8,5.9,13.5,2.6,0.0,1.1,1.4,1.0,1.4,-3.0,-4.0,1.1,1.2,30.0,30.0,0.0,50.0,60.0,0.0,80,79,85,81.33,73,73,76,74.0,Old Trafford
2014-12-13,palace,stoke,1,1,10,7,3,3,12,11,9,8,2,0,0,0,2.6,3.25,3.0,D,7,7,11.6,3.9,6.4,13.2,1.2,0.2,1.0,1.3,1.2,1.5,-3.0,-3.0,0.9,1.1,20.0,30.0,0.0,50.0,50.0,1.0,13.6,3.8,5.0,14.2,2.6,0.0,1.3,1.5,1.1,1.3,-2.0,-2.0,1.3,1.2,40.0,30.0,1.0,50.0,60.0,1.0,71,72,71,71.33,73,73,76,74.0,Selhurst Park
2014-12-26,everton,stoke,0,1,16,12,5,2,9,15,9,3,2,3,0,0,1.83,3.6,5.0,L,6,4,13.5,4.7,4.7,9.6,1.7,0.0,1.4,1.1,2.0,1.7,3.0,3.0,1.5,1.5,40.0,40.0,0.0,70.0,70.0,0.0,13.3,3.5,5.8,12.7,2.4,0.0,1.2,1.5,1.1,1.3,-3.0,-2.0,1.1,1.2,30.0,30.0,0.0,50.0,60.0,0.0,78,78,78,78.0,73,73,76,74.0,Goodison Park
2015-01-11,arsenal,stoke,3,0,14,7,6,2,11,11,9,1,0,3,0,0,1.44,4.75,8.0,W,7,7,15.7,5.7,7.9,11.3,2.0,0.2,1.6,1.4,1.9,1.0,2.0,9.0,1.6,2.1,50.0,60.0,0.0,60.0,90.0,0.0,12.3,3.2,6.2,11.8,2.0,0.0,1.2,1.2,1.0,1.2,0.0,-2.0,1.4,1.2,40.0,30.0,0.0,60.0,60.0,3.0,80,81,79,80.0,73,73,76,74.0,Emirates Stadium
2015-01-17,leicester,stoke,0,1,7,13,3,3,9,6,6,5,1,0,0,0,2.63,3.3,2.9,L,7,6,13.2,3.6,5.8,14.2,1.7,0.4,0.9,1.5,1.3,1.5,-6.0,-2.0,0.8,1.0,20.0,20.0,1.0,40.0,60.0,3.0,11.9,3.0,5.8,11.6,2.1,0.0,1.0,1.4,0.9,1.4,-4.0,-5.0,1.1,1.1,30.0,30.0,0.0,50.0,50.0,0.0,67,68,70,68.33,73,73,76,74.0,King Power Stadium
2015-02-08,newcastle,stoke,1,1,9,7,3,3,14,17,5,8,2,4,0,0,2.3,3.4,3.4,D,8,8,11.5,4.5,5.3,11.9,2.0,0.1,1.5,1.9,1.7,1.4,-4.0,3.0,1.1,1.8,30.0,50.0,1.0,50.0,80.0,1.0,10.9,2.8,4.7,11.4,1.8,0.0,1.3,1.2,0.9,1.4,1.0,-5.0,1.7,1.1,50.0,30.0,2.0,70.0,50.0,2.0,76,75,78,76.33,73,73,76,74.0,St. James Park
2015-02-21,aston-villa,stoke,1,2,3,11,2,6,11,14,11,3,1,3,1,0,2.7,3.2,2.9,L,6,7,11.1,2.7,5.0,9.6,1.8,0.4,0.2,1.5,0.6,1.4,-13.0,-8.0,0.3,0.7,0.0,10.0,0.0,30.0,50.0,0.0,11.5,2.8,5.3,10.7,1.6,0.0,1.1,1.3,0.8,1.3,-2.0,-5.0,1.5,1.1,40.0,30.0,0.0,70.0,50.0,0.0,74,71,72,72.33,73,73,76,74.0,Villa Park
2015-03-14,west-brom,stoke,1,0,14,9,5,2,7,16,7,5,1,2,0,0,2.38,3.25,3.4,W,7,10,9.4,2.8,3.4,11.3,2.1,0.0,0.8,1.0,0.9,1.3,-2.0,-4.0,1.3,1.3,30.0,40.0,0.0,70.0,50.0,0.0,12.2,3.2,4.9,10.4,1.7,0.0,1.4,1.1,0.9,1.1,3.0,-2.0,2.0,1.4,60.0,40.0,3.0,80.0,60.0,3.0,72,74,70,72.0,73,73,76,74.0,The Hawthorns
2015-04-04,chelsea,stoke,2,1,19,7,10,2,5,22,9,0,1,6,0,0,1.29,5.5,11.0,W,10,10,14.1,5.5,5.6,10.3,1.8,0.1,2.0,1.1,1.7,0.4,9.0,13.0,2.1,2.4,60.0,70.0,1.0,90.0,100.0,9.0,12.4,3.3,4.6,11.6,2.2,0.0,1.2,1.3,0.9,1.1,-1.0,-2.0,1.6,1.4,50.0,40.0,0.0,60.0,60.0,0.0,81,82,81,81.33,73,73,76,74.0,Stamford Bridge
2015-04-11,west-ham,stoke,1,1,11,18,3,2,17,13,4,10,3,1,0,0,2.3,3.4,3.4,D,7,7,12.9,4.2,6.4,10.2,1.6,0.1,0.9,1.4,1.4,0.9,-5.0,5.0,0.9,1.7,20.0,50.0,0.0,50.0,70.0,0.0,12.4,3.3,4.5,12.7,2.5,0.0,1.3,1.2,0.8,1.2,1.0,-4.0,1.6,1.1,50.0,30.0,0.0,60.0,50.0,0.0,72,74,76,74.0,73,73,76,74.0,Boleyn Ground
2015-05-02,swansea,stoke,2,0,16,9,4,3,9,18,6,2,1,2,0,1,2.3,3.4,3.4,W,7,7,9.9,4.4,4.5,9.8,1.1,0.0,1.3,1.3,1.2,1.3,0.0,-1.0,1.6,1.5,50.0,40.0,1.0,60.0,70.0,1.0,14.5,3.6,5.0,13.7,2.2,0.0,1.2,1.3,0.9,1.2,-1.0,-3.0,1.4,1.2,40.0,30.0,0.0,60.0,60.0,3.0,75,74,79,76.0,73,73,76,74.0,Swansea.com Stadium
2015-05-16,burnley,stoke,0,0,11,11,4,3,14,9,7,6,1,2,0,0,2.7,3.3,2.88,D,7,7,10.8,3.1,4.2,11.5,1.5,0.2,0.2,0.9,0.8,1.0,-7.0,-2.0,0.7,1.1,20.0,30.0,1.0,30.0,50.0,1.0,14.3,3.7,5.2,14.9,2.0,0.1,1.2,1.0,0.8,1.2,2.0,-4.0,1.4,1.2,40.0,30.0,1.0,60.0,60.0,1.0,69,69,70,69.33,73,73,76,74.0,Turf Moor
2015-08-15,tottenham,stoke,2,2,13,16,7,7,15,11,4,3,2,2,0,0,1.8,3.75,5.0,D,7,6,12.2,3.7,5.1,9.5,2.3,0.1,1.2,1.2,2.0,1.4,0.0,6.0,1.4,2.0,40.0,60.0,0.0,60.0,80.0,0.0,13.9,4.3,4.9,14.4,2.2,0.1,1.5,1.1,0.7,1.1,4.0,-4.0,1.2,1.2,30.0,30.0,0.0,60.0,60.0,0.0,77,77,78,77.33,74,75,76,75.0,White Hart Lane
2015-08-22,norwich,stoke,1,1,21,6,7,1,16,5,9,0,4,1,0,0,2.3,3.3,3.5,D,7,7,12.2,4.6,5.1,11.6,1.9,0.0,0.8,1.8,0.8,1.0,-10.0,-2.0,0.7,1.2,20.0,30.0,1.0,30.0,60.0,1.0,13.8,4.6,4.4,14.0,2.1,0.1,1.6,1.1,0.8,1.3,5.0,-5.0,1.3,1.0,30.0,20.0,0.0,70.0,60.0,1.0,71,72,73,72.0,74,75,76,75.0,Carrow Road
2015-09-12,arsenal,stoke,2,0,29,9,12,4,6,13,13,1,1,1,0,0,1.29,6.0,12.0,W,10,10,19.7,7.0,6.1,8.9,1.0,0.0,1.1,0.7,1.5,0.6,4.0,9.0,1.6,1.8,40.0,50.0,1.0,80.0,80.0,3.0,13.2,4.8,4.0,11.4,1.6,0.3,1.5,1.0,0.9,1.1,5.0,-2.0,1.3,1.1,30.0,20.0,0.0,70.0,70.0,0.0,77,80,80,79.0,74,75,76,75.0,Emirates Stadium
2015-10-03,aston-villa,stoke,0,1,13,12,2,5,12,12,9,5,1,0,0,0,2.5,3.3,3.1,L,7,7,11.8,3.7,3.5,11.0,1.7,0.0,1.0,1.9,1.2,1.4,-9.0,-2.0,0.7,1.1,20.0,30.0,0.0,30.0,50.0,0.0,11.3,4.8,3.4,9.8,1.5,0.2,1.6,1.1,0.8,1.3,5.0,-5.0,1.3,0.8,30.0,10.0,1.0,70.0,60.0,2.0,76,75,74,75.0,76,76,75,75.67,Villa Park
2015-10-19,swansea,stoke,0,1,14,9,2,2,6,14,1,2,2,2,0,0,2.05,3.4,4.2,L,10,10,12.6,5.2,4.3,11.1,1.4,0.0,1.2,1.5,1.6,1.1,-3.0,5.0,1.0,1.8,20.0,50.0,0.0,60.0,80.0,1.0,10.8,4.4,3.3,9.6,1.5,0.2,1.4,1.1,0.8,1.2,3.0,-4.0,1.3,1.0,30.0,20.0,2.0,70.0,60.0,3.0,76,75,77,76.0,76,76,75,75.67,Swansea.com Stadium
2015-10-31,newcastle,stoke,0,0,15,9,6,2,6,16,11,4,1,3,0,0,2.4,3.4,3.2,D,6,4,9.9,3.8,4.7,10.2,1.9,0.3,1.2,2.2,1.8,1.8,-10.0,0.0,0.6,0.9,10.0,20.0,0.0,40.0,50.0,0.0,10.3,3.5,3.7,9.8,1.4,0.2,0.9,1.2,0.7,1.1,-3.0,-4.0,1.2,1.0,30.0,20.0,0.0,60.0,60.0,0.0,75,75,75,75.0,76,76,76,76.0,St. James Park
2015-11-21,southampton,stoke,0,1,16,16,1,4,8,8,7,3,2,0,0,0,1.57,4.0,7.0,L,10,10,14.1,5.2,5.6,9.7,1.7,0.2,1.7,0.8,2.4,1.2,9.0,12.0,1.9,2.0,50.0,60.0,2.0,90.0,80.0,6.0,9.7,3.1,3.6,10.7,1.6,0.2,0.8,0.9,0.7,1.0,-1.0,-3.0,1.5,1.1,40.0,20.0,1.0,70.0,70.0,2.0,78,77,77,77.33,76,76,75,75.67,St Mary's Stadium
2015-11-28,sunderland,stoke,2,0,18,7,5,3,4,10,9,5,0,2,0,1,3.2,3.3,2.45,W,5,7,10.5,3.5,3.5,11.5,2.0,0.2,1.0,1.8,1.1,1.3,-8.0,-2.0,0.8,1.2,20.0,30.0,1.0,40.0,60.0,1.0,10.7,3.4,3.9,11.0,1.5,0.2,0.8,0.8,0.7,0.8,0.0,-1.0,1.7,1.4,50.0,30.0,2.0,70.0,80.0,3.0,73,74,77,74.67,76,76,75,75.67,Stadium of Light
2015-12-12,west-ham,stoke,0,0,22,12,9,3,7,9,11,7,1,2,0,0,2.63,3.3,2.9,D,7,7,14.1,4.5,5.2,10.6,1.3,0.1,1.4,1.5,1.5,1.4,-1.0,1.0,1.4,1.3,30.0,30.0,0.0,80.0,70.0,2.0,9.9,3.2,3.8,11.2,1.5,0.1,1.0,0.7,0.6,0.9,3.0,-3.0,2.0,1.3,60.0,30.0,1.0,80.0,70.0,1.0,75,75,76,75.33,76,75,75,75.33,Boleyn Ground
