Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Result,HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,Venue
2015-12-28,everton,stoke,3,4,15,8,3,5,10,12,6,2,2,1,0,0,1.95,3.6,4.2,L,2,2,14.4,5.4,6.2,8.4,1.2,0.1,2.0,1.6,1.9,1.6,4.0,3.0,1.3,1.2,30.0,30.0,1.0,70.0,60.0,1.0,11.9,2.9,4.2,10.8,1.8,0.1,0.8,0.6,0.6,0.7,2.0,-1.0,1.7,1.4,50.0,30.0,1.0,70.0,80.0,1.0,79,78,78,78.33,76,76,75,75.67,Goodison Park
2016-01-02,west-brom,stoke,2,1,16,10,5,3,7,15,4,6,1,1,0,1,2.8,3.2,2.8,W,5,5,8.8,3.0,5.1,10.4,1.8,0.3,1.1,1.3,1.2,1.6,-2.0,-4.0,1.2,1.1,30.0,30.0,1.0,60.0,50.0,1.0,11.8,3.2,4.2,10.6,1.7,0.1,1.1,0.9,1.0,1.0,2.0,0.0,1.7,1.6,50.0,40.0,2.0,70.0,80.0,2.0,73,74,76,74.33,76,75,75,75.33,The Hawthorns
2016-01-23,leicester,stoke,3,0,15,3,5,2,10,13,8,4,0,1,0,0,2.1,3.5,3.8,W,3,6,11.6,4.1,4.7,11.9,1.2,0.0,1.4,0.6,1.6,1.3,8.0,3.0,1.9,1.9,50.0,50.0,0.0,90.0,90.0,4.0,12.7,4.0,4.5,10.3,0.9,0.2,1.4,1.0,0.9,1.0,4.0,-1.0,1.7,1.5,50.0,40.0,0.0,70.0,70.0,2.0,74,75,75,74.67,77,75,75,75.67,King Power Stadium
2016-02-02,united,stoke,3,0,15,10,5,0,13,13,2,5,2,1,0,0,1.7,3.75,5.75,W,4,3,12.2,3.0,6.4,11.9,1.6,0.0,0.9,1.2,1.1,0.5,-3.0,6.0,1.0,1.6,20.0,40.0,0.0,60.0,80.0,0.0,11.4,3.8,4.6,10.8,1.0,0.2,1.3,1.3,0.8,1.2,0.0,-4.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,72,81,81,78.0,76,76,75,75.67,Old Trafford
2016-02-13,bournemouth,stoke,1,3,11,11,2,6,7,18,9,2,4,2,0,0,2.05,3.4,4.1,L,6,7,12.2,4.4,4.8,9.0,1.2,0.1,1.1,1.1,1.3,1.6,0.0,-3.0,1.5,1.2,40.0,30.0,0.0,70.0,60.0,0.0,12.1,3.4,5.1,11.3,1.0,0.1,1.1,1.7,0.8,1.3,-6.0,-5.0,1.1,1.4,30.0,40.0,0.0,50.0,60.0,0.0,72,71,76,73.0,77,76,74,75.67,Dean Court
2016-03-05,chelsea,stoke,1,1,20,16,7,5,9,10,8,4,1,2,0,0,1.5,4.5,7.5,D,4,3,12.7,4.2,6.7,11.0,1.3,0.1,1.9,0.9,2.0,1.4,10.0,6.0,2.0,1.6,50.0,40.0,3.0,100.0,80.0,12.0,10.1,3.4,5.4,12.1,0.8,0.1,1.4,1.7,1.0,1.4,-3.0,-4.0,1.6,1.4,50.0,40.0,3.0,60.0,60.0,3.0,82,81,83,82.0,76,78,75,76.33,Stamford Bridge
2016-03-19,watford,stoke,1,2,9,9,4,6,10,14,9,2,3,1,0,0,2.4,3.25,3.3,L,6,7,10.4,2.5,3.7,11.4,1.9,0.0,0.5,1.0,1.2,0.8,-5.0,4.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,0.0,11.2,3.3,5.1,11.7,0.9,0.0,1.1,1.5,1.0,1.5,-4.0,-5.0,1.4,1.2,40.0,30.0,0.0,60.0,60.0,0.0,75,75,75,75.0,76,77,76,76.33,Vicarage Road
2016-04-10,liverpool,stoke,4,1,14,10,6,3,14,14,6,3,0,2,0,0,1.55,4.0,5.75,W,3,8,15.8,6.1,6.8,10.3,1.3,0.1,2.4,1.7,1.5,1.2,7.0,3.0,1.5,1.4,40.0,30.0,0.0,70.0,80.0,1.0,10.5,3.4,4.5,11.6,1.0,0.0,1.2,1.7,1.2,1.6,-5.0,-4.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,2.0,79,78,81,79.33,76,78,76,76.67,Anfield
2016-04-23,city,stoke,4,0,11,14,6,2,8,8,9,4,0,0,0,0,1.3,6.0,11.0,W,4,5,15.6,4.8,6.6,10.5,1.2,0.0,1.6,1.1,2.1,1.0,5.0,11.0,1.4,1.9,40.0,60.0,0.0,60.0,70.0,4.0,11.4,3.7,4.4,11.6,1.2,0.0,1.3,1.9,1.2,2.0,-6.0,-8.0,1.4,1.1,40.0,30.0,0.0,60.0,50.0,0.0,81,82,80,81.0,76,78,75,76.33,Etihad Stadium
2016-05-07,palace,stoke,2,1,17,12,4,3,8,18,4,3,2,3,0,0,2.05,3.5,3.9,W,7,7,11.8,3.7,6.7,12.2,1.3,0.0,0.9,1.4,0.6,1.3,-5.0,-7.0,0.7,0.8,10.0,20.0,0.0,50.0,40.0,0.0,11.7,3.3,4.2,10.8,1.1,0.0,1.1,2.0,1.2,2.2,-9.0,-10.0,1.2,1.1,30.0,30.0,0.0,60.0,50.0,1.0,75,76,75,75.33,76,78,76,76.67,Selhurst Park
2016-08-13,middlesbrough,stoke,1,1,12,12,2,1,18,14,9,6,3,5,0,0,2.38,3.2,3.4,D,10,10,,,,,,,,,,,,,,,,,,,,,11.6,3.5,3.3,11.6,1.6,0.0,1.1,2.2,1.3,2.4,-11.0,-11.0,0.9,1.0,20.0,30.0,1.0,50.0,40.0,1.0,71,73,74,72.67,76,78,76,76.67,Riverside Stadium
2016-08-27,everton,stoke,1,0,21,8,9,1,14,11,9,2,2,1,0,0,1.73,3.6,5.25,W,4,4,10.9,5.1,4.2,8.8,0.9,0.2,1.1,1.5,1.4,1.2,-4.0,2.0,1.3,1.2,30.0,30.0,1.0,70.0,60.0,3.0,10.7,3.2,4.1,11.9,2.1,0.0,1.1,2.4,1.0,2.2,-13.0,-12.0,0.9,0.8,20.0,20.0,0.0,50.0,40.0,0.0,80,78,78,78.67,76,78,76,76.67,Goodison Park
2016-09-18,palace,stoke,4,1,14,11,8,4,15,9,10,5,2,1,0,0,2.0,3.5,4.2,W,8,8,13.2,3.4,5.7,10.6,1.7,0.0,0.7,1.3,0.8,1.3,-6.0,-5.0,0.9,0.8,20.0,20.0,1.0,50.0,40.0,2.0,10.9,2.4,4.6,12.3,2.4,0.0,0.7,2.6,0.9,2.1,-19.0,-12.0,0.5,0.8,10.0,20.0,0.0,30.0,40.0,0.0,75,76,75,75.33,76,78,76,76.67,Selhurst Park
2016-10-02,united,stoke,1,1,24,7,9,6,14,9,13,2,3,0,0,0,1.33,5.75,10.0,D,3,8,14.8,4.8,5.2,12.3,1.9,0.0,1.9,1.2,1.9,0.7,7.0,12.0,1.9,2.5,60.0,80.0,1.0,70.0,90.0,1.0,11.0,2.5,4.9,11.5,2.4,0.0,0.8,2.3,1.0,2.2,-15.0,-12.0,0.6,0.8,10.0,20.0,0.0,40.0,40.0,1.0,81,82,90,84.33,77,79,79,78.33,Old Trafford
2016-10-22,hull,stoke,0,2,9,12,2,6,16,8,5,7,2,3,0,0,3.1,3.3,2.5,L,7,7,10.2,3.2,4.7,9.2,1.4,0.2,0.8,2.2,0.8,1.6,-14.0,-8.0,0.8,0.8,20.0,20.0,0.0,40.0,40.0,0.0,11.0,3.2,5.1,11.3,2.3,0.0,1.0,1.9,1.1,2.0,-9.0,-9.0,0.9,0.9,20.0,20.0,1.0,50.0,50.0,3.0,75,73,77,75.0,77,79,79,78.33,Hull City Stadium
2016-11-05,west-ham,stoke,1,1,9,12,2,4,11,10,6,4,4,1,0,0,2.0,3.6,4.0,D,6,5,15.0,2.9,4.6,11.4,2.6,0.1,1.0,1.9,1.7,2.0,-9.0,-3.0,1.0,1.5,30.0,40.0,0.0,40.0,70.0,0.0,12.0,3.5,5.7,10.2,2.2,0.0,1.2,1.7,1.0,1.9,-5.0,-9.0,1.2,0.9,30.0,20.0,3.0,60.0,50.0,5.0,77,79,80,78.67,77,79,79,78.33,London Stadium
2016-11-27,watford,stoke,0,1,11,14,2,1,24,14,3,3,3,0,1,0,2.4,3.3,3.3,L,8,8,12.3,4.4,4.4,14.0,2.4,0.0,1.5,1.7,1.7,1.6,-2.0,1.0,1.7,1.5,50.0,40.0,1.0,70.0,70.0,1.0,12.6,4.1,5.1,10.3,1.8,0.0,1.1,1.4,1.0,1.9,-3.0,-9.0,1.2,0.9,30.0,20.0,0.0,60.0,50.0,0.0,77,78,77,77.33,77,79,79,78.33,Vicarage Road
2016-12-10,arsenal,stoke,3,1,21,12,6,5,9,6,7,7,0,0,0,0,1.35,5.5,9.5,W,4,7,15.7,5.1,5.6,9.5,1.6,0.1,2.5,0.8,2.2,0.9,17.0,13.0,2.4,2.3,70.0,70.0,2.0,100.0,90.0,13.0,12.7,4.3,4.6,10.0,1.7,0.0,1.4,0.9,0.9,1.8,5.0,-9.0,1.8,0.9,50.0,20.0,2.0,80.0,50.0,2.0,82,82,85,83.0,77,79,79,78.33,Emirates Stadium
2016-12-27,liverpool,stoke,4,1,20,6,6,2,9,6,8,2,0,1,0,0,1.3,5.5,10.0,W,8,10,17.1,6.0,6.0,10.5,1.1,0.0,2.3,1.0,2.6,0.9,13.0,17.0,2.1,2.2,60.0,60.0,2.0,90.0,100.0,3.0,13.0,4.6,5.2,9.7,1.6,0.1,1.4,0.8,0.9,1.7,6.0,-8.0,1.8,0.9,50.0,20.0,0.0,80.0,50.0,2.0,81,80,83,81.33,77,79,79,78.33,Anfield
2016-12-31,chelsea,stoke,4,2,18,5,7,2,12,10,8,3,3,2,0,0,1.25,6.5,14.0,W,5,4,13.8,5.2,3.6,10.4,1.9,0.0,2.3,0.2,2.5,0.5,21.0,20.0,3.0,2.5,100.0,80.0,12.0,100.0,90.0,12.0,11.8,4.2,4.8,9.3,1.6,0.1,1.3,1.2,1.0,1.7,1.0,-7.0,1.5,0.9,40.0,20.0,0.0,70.0,50.0,0.0,81,84,86,83.67,77,79,79,78.33,Stamford Bridge
2017-01-14,sunderland,stoke,1,3,14,14,3,6,16,11,5,2,3,1,0,0,3.1,3.3,2.5,L,7,7,10.7,3.6,3.3,10.3,1.9,0.2,1.2,1.7,1.3,1.7,-5.0,-4.0,1.3,1.1,40.0,30.0,0.0,50.0,50.0,1.0,11.1,3.9,4.5,9.8,1.4,0.1,1.2,1.5,1.1,1.9,-3.0,-8.0,1.2,0.9,30.0,20.0,1.0,60.0,50.0,1.0,74,75,74,74.33,77,79,79,78.33,Stadium of Light
2017-02-04,west-brom,stoke,1,0,16,12,4,2,6,13,5,6,2,2,0,0,2.3,3.25,3.5,W,4,3,9.1,2.8,2.4,10.8,1.7,0.0,1.4,1.3,2.0,1.2,1.0,8.0,1.6,2.0,50.0,60.0,0.0,60.0,80.0,2.0,10.5,4.2,4.3,10.1,1.6,0.1,1.5,1.6,1.3,1.9,-1.0,-6.0,1.3,1.1,30.0,30.0,0.0,70.0,50.0,4.0,75,76,81,77.33,78,79,78,78.33,The Hawthorns
2017-02-26,tottenham,stoke,4,0,21,5,9,3,11,14,8,5,2,3,0,0,1.44,5.0,7.5,W,3,10,16.7,5.4,6.8,10.0,1.7,0.0,2.2,0.7,2.4,0.4,15.0,20.0,2.3,2.8,70.0,90.0,0.0,90.0,100.0,0.0,10.2,3.9,4.3,11.1,1.6,0.1,1.3,1.4,1.3,1.9,-1.0,-6.0,1.3,1.1,30.0,30.0,1.0,70.0,50.0,1.0,81,81,85,82.33,78,79,78,78.33,White Hart Lane
2017-03-08,city,stoke,0,0,12,5,1,2,8,11,8,1,1,3,0,0,1.25,6.5,15.0,D,3,4,14.2,4.9,6.5,10.1,2.1,0.1,1.9,1.0,1.8,1.1,9.0,7.0,2.2,1.9,70.0,50.0,4.0,80.0,90.0,5.0,9.9,4.0,4.2,12.3,1.7,0.0,1.3,1.6,1.2,1.9,-3.0,-7.0,1.4,1.1,40.0,30.0,1.0,60.0,50.0,1.0,81,85,83,83.0,78,79,78,78.33,Etihad Stadium
2017-04-01,leicester,stoke,2,0,23,10,10,2,7,11,10,4,1,4,0,0,2.05,3.5,4.0,W,10,10,11.4,3.6,4.9,10.6,1.3,0.0,1.0,1.6,1.7,1.7,-6.0,0.0,1.3,1.6,40.0,50.0,3.0,50.0,60.0,3.0,9.8,3.9,4.3,13.4,2.1,0.1,1.1,1.0,1.1,1.8,1.0,-7.0,1.5,1.1,40.0,30.0,0.0,70.0,50.0,0.0,76,78,78,77.33,78,79,78,78.33,King Power Stadium
2017-04-04,burnley,stoke,1,0,7,15,3,2,9,16,3,5,3,2,0,0,2.5,3.1,3.3,W,3,3,12.0,3.7,3.7,10.9,1.6,0.2,0.9,1.3,1.7,1.1,-4.0,6.0,0.9,2.2,20.0,70.0,0.0,50.0,80.0,0.0,9.1,3.6,4.0,13.5,2.4,0.1,0.9,1.2,0.9,2.0,-3.0,-11.0,1.2,0.8,30.0,20.0,0.0,60.0,40.0,0.0,75,74,73,74.0,78,79,78,78.33,Turf Moor
2017-04-22,swansea,stoke,2,0,10,9,6,3,5,14,11,4,2,2,0,0,2.2,3.4,3.6,W,7,7,9.7,3.1,5.2,9.6,1.7,0.0,0.9,1.6,1.7,2.1,-7.0,-4.0,0.7,1.6,20.0,50.0,0.0,30.0,60.0,0.0,9.5,3.2,4.5,12.6,2.0,0.1,0.8,1.3,0.8,2.0,-5.0,-12.0,1.0,0.7,30.0,20.0,1.0,40.0,30.0,1.0,75,76,78,76.33,77,78,77,77.33,Swansea.com Stadium
2017-05-06,bournemouth,stoke,2,2,12,14,2,3,10,15,0,7,2,0,0,0,2.25,3.6,3.3,D,7,7,11.9,4.4,3.4,9.2,1.2,0.1,1.5,1.4,1.7,1.7,1.0,0.0,1.5,1.4,40.0,40.0,2.0,70.0,60.0,2.0,10.4,3.3,4.3,12.9,2.0,0.1,0.7,1.4,0.7,2.2,-7.0,-15.0,0.8,0.4,20.0,10.0,0.0,40.0,20.0,1.0,73,75,74,74.0,77,79,77,77.67,Dean Court
2017-05-21,southampton,stoke,0,1,14,14,6,3,12,10,4,10,2,4,0,0,1.8,3.8,4.75,L,4,8,12.9,3.6,6.0,9.6,1.6,0.0,0.8,1.1,0.9,1.5,-3.0,-6.0,1.3,0.9,30.0,20.0,0.0,70.0,50.0,2.0,11.0,2.9,4.6,12.7,1.7,0.1,0.8,1.6,0.8,2.1,-8.0,-13.0,0.6,0.5,10.0,10.0,0.0,40.0,30.0,0.0,77,76,78,77.0,77,78,77,77.33,St Mary's Stadium
2017-08-12,everton,stoke,1,0,9,9,4,1,13,10,6,7,1,1,0,0,1.7,3.8,5.75,W,9,10,13.6,4.9,4.9,12.3,2.3,0.1,1.5,1.4,3.0,0.9,1.0,21.0,1.4,2.7,40.0,90.0,0.0,60.0,90.0,0.0,11.9,3.0,5.5,12.6,1.8,0.1,0.9,1.6,0.8,1.7,-7.0,-9.0,0.8,0.8,20.0,20.0,1.0,40.0,40.0,1.0,79,78,85,80.67,77,78,77,77.33,Goodison Park
2017-08-27,west-brom,stoke,1,1,10,16,2,2,10,9,10,4,2,2,0,0,2.4,3.1,3.5,D,5,4,12.1,3.3,5.3,12.9,2.3,0.1,0.6,1.3,0.9,0.8,-7.0,1.0,0.7,1.5,20.0,50.0,2.0,30.0,50.0,2.0,12.4,3.2,5.5,11.5,1.1,0.0,0.9,1.3,0.6,1.4,-4.0,-8.0,1.1,0.8,30.0,20.0,1.0,50.0,40.0,1.0,74,76,81,77.0,77,78,77,77.33,The Hawthorns
2017-09-16,newcastle,stoke,2,1,14,13,3,4,13,11,7,5,3,1,0,0,2.38,3.25,3.4,W,6,7,11.2,5.4,4.4,12.2,1.9,0.2,1.6,0.7,1.8,0.9,9.0,9.0,1.8,2.0,50.0,60.0,2.0,80.0,80.0,2.0,12.6,3.3,5.4,11.1,1.1,0.0,1.1,1.3,0.4,1.4,-2.0,-10.0,1.3,0.6,30.0,10.0,0.0,70.0,40.0,3.0,74,74,75,74.33,77,78,77,77.33,St. James Park
2017-10-14,city,stoke,7,2,20,5,11,1,5,8,5,0,0,1,0,0,1.14,9.5,21.0,W,10,10,18.8,7.4,7.8,9.5,1.8,0.2,3.2,0.4,2.5,0.5,28.0,20.0,2.8,2.2,90.0,60.0,5.0,100.0,100.0,15.0,12.7,3.4,5.7,10.0,1.2,0.0,1.1,1.7,0.5,1.5,-6.0,-10.0,1.2,0.6,30.0,10.0,1.0,60.0,40.0,1.0,81,85,84,83.33,77,76,78,77.0,Etihad Stadium
2017-10-28,watford,stoke,0,1,13,6,0,2,10,9,8,1,4,4,0,0,2.04,3.6,3.79,L,7,7,11.1,3.2,4.0,11.7,1.3,0.1,1.5,2.2,1.2,2.0,-7.0,-8.0,1.5,1.4,40.0,40.0,0.0,70.0,60.0,0.0,11.8,3.0,5.1,9.7,1.2,0.0,1.1,2.0,0.7,1.8,-9.0,-11.0,1.1,0.6,30.0,10.0,0.0,50.0,40.0,0.0,76,76,77,76.33,77,76,78,77.0,Vicarage Road
2017-11-20,brighton,stoke,2,2,9,13,3,6,13,5,6,7,1,0,0,0,2.39,3.2,3.39,D,10,10,8.9,2.8,4.5,10.9,1.5,0.0,1.1,0.9,,,2.0,,1.5,,40.0,,1.0,70.0,,4.0,11.2,3.5,3.9,9.8,1.1,0.0,1.3,2.1,0.8,1.8,-8.0,-10.0,1.2,0.8,30.0,20.0,0.0,60.0,40.0,2.0,74,75,72,73.67,77,76,78,77.0,Falmer Stadium
2017-11-25,palace,stoke,2,1,10,9,5,3,9,5,5,2,1,1,0,0,2.04,3.5,4.0,W,7,5,13.4,3.6,6.5,10.8,2.0,0.0,0.6,2.0,1.2,1.6,-14.0,-4.0,0.5,0.9,10.0,20.0,0.0,30.0,50.0,1.0,11.4,3.7,4.4,9.7,1.1,0.0,1.4,2.3,1.0,1.8,-9.0,-8.0,1.0,0.9,20.0,20.0,0.0,60.0,50.0,3.0,76,75,79,76.67,77,76,78,77.0,Selhurst Park
2017-12-09,tottenham,stoke,5,1,20,4,11,3,12,9,12,6,1,0,0,0,1.28,6.5,11.0,W,3,7,15.0,4.7,5.8,9.9,0.9,0.2,1.6,1.0,1.7,0.6,6.0,11.0,1.7,2.1,50.0,60.0,0.0,70.0,90.0,1.0,10.4,3.3,3.9,9.2,1.2,0.0,1.3,2.4,1.1,1.9,-11.0,-8.0,1.1,0.9,30.0,20.0,1.0,50.0,50.0,1.0,81,81,85,82.33,77,76,78,77.0,Wembley Stadium
2017-12-12,burnley,stoke,1,0,10,14,2,7,6,14,6,4,0,0,0,0,2.29,3.2,3.6,W,3,3,10.4,3.5,5.0,8.9,1.7,0.0,0.9,0.7,0.9,0.7,2.0,2.0,1.9,1.5,60.0,40.0,1.0,70.0,70.0,1.0,9.5,3.4,4.0,9.6,1.0,0.0,1.4,2.5,1.2,2.2,-11.0,-10.0,1.1,0.9,30.0,20.0,0.0,50.0,50.0,0.0,76,75,74,75.0,77,76,78,77.0,Turf Moor
2017-12-26,huddersfield,stoke,1,1,18,15,8,7,9,12,8,5,2,4,0,0,2.5,3.2,3.2,D,3,3,9.5,3.1,4.3,10.0,1.0,0.3,1.0,2.1,,,-11.0,,1.0,,30.0,,0.0,40.0,,2.0,10.3,3.7,3.9,9.5,1.1,0.0,1.2,2.0,1.0,2.1,-8.0,-11.0,1.1,0.8,30.0,20.0,1.0,50.0,40.0,1.0,73,72,75,73.33,77,76,78,77.0,Kirklees Stadium
2017-12-30,chelsea,stoke,5,0,21,1,12,1,5,10,7,0,1,1,0,0,1.16,8.5,19.0,W,4,4,18.9,6.8,7.6,8.7,0.7,0.0,1.6,0.4,1.6,0.7,12.0,9.0,2.3,2.2,70.0,70.0,1.0,90.0,80.0,4.0,11.2,4.2,4.3,9.8,1.1,0.0,1.2,2.1,1.0,2.2,-9.0,-12.0,0.9,0.6,20.0,10.0,0.0,50.0,40.0,2.0,82,84,85,83.67,77,76,78,77.0,Stamford Bridge
2018-01-15,united,stoke,3,0,20,11,9,5,14,10,6,1,2,1,0,0,1.22,7.0,15.0,W,10,9,14.1,4.6,5.4,10.6,1.8,0.1,1.8,1.0,2.0,0.5,8.0,15.0,2.1,2.3,60.0,70.0,1.0,90.0,90.0,6.0,10.0,3.4,4.2,10.1,1.5,0.0,0.8,2.3,1.0,2.6,-15.0,-16.0,0.7,0.6,20.0,10.0,0.0,30.0,40.0,0.0,81,83,87,83.67,75,76,77,76.0,Old Trafford
2018-02-03,bournemouth,stoke,2,1,15,13,8,4,14,19,8,1,2,3,0,0,1.9,3.7,4.33,W,3,3,13.9,5.3,5.5,9.4,1.3,0.0,1.5,1.9,1.5,1.4,-4.0,1.0,1.3,1.5,30.0,40.0,1.0,70.0,70.0,6.0,10.4,4.2,3.9,11.6,1.7,0.0,0.7,2.0,0.9,2.8,-13.0,-19.0,0.8,0.5,20.0,10.0,0.0,40.0,30.0,2.0,75,74,77,75.33,76,77,77,76.67,Dean Court
2018-02-24,leicester,stoke,1,1,19,6,9,2,10,16,13,1,1,3,0,0,1.72,3.89,5.25,D,8,10,9.7,3.0,4.0,10.9,1.8,0.3,1.2,1.7,1.4,1.0,-5.0,4.0,0.9,1.8,20.0,50.0,0.0,50.0,80.0,0.0,11.4,3.9,3.7,11.8,2.0,0.0,0.8,1.7,0.9,2.8,-9.0,-19.0,0.9,0.5,20.0,10.0,0.0,50.0,30.0,1.0,76,81,79,78.67,76,76,79,77.0,King Power Stadium
2018-03-03,southampton,stoke,0,0,18,12,6,3,8,13,15,4,0,1,0,0,1.75,3.75,5.25,D,7,7,11.6,4.4,5.6,11.0,2.0,0.0,1.2,1.7,1.1,1.4,-5.0,-3.0,0.9,1.0,10.0,20.0,0.0,70.0,60.0,1.0,10.3,4.1,3.1,12.2,2.1,0.0,0.9,1.5,0.8,2.2,-6.0,-14.0,1.0,0.6,20.0,10.0,0.0,60.0,40.0,2.0,76,77,77,76.67,76,76,79,77.0,St Mary's Stadium
2018-04-01,arsenal,stoke,3,0,24,8,11,2,9,13,6,5,1,2,0,0,1.28,5.5,10.0,W,10,10,12.2,5.4,5.6,9.6,2.0,0.0,1.8,1.6,2.6,1.3,2.0,13.0,1.1,2.0,30.0,60.0,1.0,50.0,80.0,1.0,10.2,3.5,3.3,12.3,1.8,0.1,0.6,1.2,0.7,2.2,-6.0,-15.0,0.7,0.4,10.0,0.0,0.0,50.0,40.0,0.0,81,81,85,82.33,76,76,79,77.0,Emirates Stadium
2018-04-16,west-ham,stoke,1,1,18,11,6,7,15,21,10,1,2,3,0,0,2.0,3.6,4.0,D,8,9,8.5,3.5,4.6,10.0,1.5,0.0,1.5,1.8,1.3,1.0,-3.0,3.0,1.2,1.6,30.0,40.0,0.0,60.0,80.0,2.0,9.8,3.2,3.3,13.5,2.0,0.1,0.7,1.3,0.5,2.3,-6.0,-18.0,0.7,0.3,10.0,0.0,0.0,50.0,30.0,0.0,74,76,79,76.33,76,76,79,77.0,London Stadium
2018-04-28,liverpool,stoke,0,0,20,5,2,1,7,14,9,2,1,2,0,0,1.33,5.75,10.0,D,4,6,14.2,5.3,5.8,8.7,1.1,0.0,2.3,0.8,2.8,0.8,15.0,20.0,2.1,2.4,60.0,70.0,0.0,90.0,100.0,5.0,9.5,3.2,3.2,14.1,2.0,0.1,0.7,1.5,0.5,2.2,-8.0,-17.0,0.5,0.4,0.0,0.0,0.0,50.0,40.0,2.0,80,81,85,82.0,76,76,77,76.33,Anfield
2018-05-13,swansea,stoke,1,2,26,8,11,5,12,9,6,0,1,2,0,0,1.9,3.79,4.2,L,5,8,8.4,2.9,3.4,9.0,1.4,0.1,0.7,1.7,1.1,1.2,-10.0,-1.0,0.6,1.4,10.0,40.0,0.0,40.0,60.0,0.0,7.9,2.8,2.7,14.8,2.4,0.1,0.6,1.4,0.4,1.7,-8.0,-13.0,0.5,0.5,0.0,0.0,0.0,50.0,50.0,0.0,74,75,76,75.0,76,76,75,75.67,Swansea.com Stadium
2012-08-18,west-ham,aston-villa,1,0,8,10,4,6,17,8,6,4,0,1,0,0,2.2,3.3,3.4,W,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,73,74,72.67,75,75,76,75.33,Boleyn Ground
2012-09-02,newcastle,aston-villa,1,1,16,13,6,9,6,20,10,6,1,4,0,0,1.62,3.75,6.0,D,3,8,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,76,77,82,78.33,72,72,76,73.33,St. James Park
2012-09-22,southampton,aston-villa,4,1,12,8,4,2,5,13,1,4,1,3,0,0,2.4,3.3,3.0,W,7,7,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,,,2.0,72,70,73,71.67,72,72,76,73.33,St Mary's Stadium
2012-10-07,tottenham,aston-villa,2,0,23,8,10,5,7,10,8,0,1,3,0,0,1.44,4.33,7.5,W,3,7,,,,,,,,,,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,0.0,,,1.0,79,80,81,80.0,72,72,76,73.33,White Hart Lane
2012-10-20,fulham,aston-villa,1,0,17,9,8,4,7,11,6,4,1,2,0,0,1.8,3.6,4.5,W,10,10,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,,0.0,75,77,78,76.67,72,72,76,73.33,Craven Cottage
2012-11-03,sunderland,aston-villa,0,1,11,9,1,6,10,17,6,7,2,3,0,0,2.1,3.3,3.6,L,7,7,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,0.0,,,1.0,74,75,77,75.33,72,72,76,73.33,Stadium of Light
2012-11-17,city,aston-villa,5,0,21,10,8,8,9,4,9,4,0,1,0,0,1.2,6.5,15.0,W,6,7,17.1,10.0,7.2,11.5,1.0,0.1,1.7,0.8,,,9.0,,2.2,,60.0,,1.0,100.0,,11.0,10.7,6.2,5.2,12.5,2.3,0.2,1.0,1.6,,,-6.0,,0.9,,20.0,,0.0,50.0,,0.0,81,83,85,83.0,72,72,76,73.33,Etihad Stadium
2012-12-01,qpr,aston-villa,1,1,17,7,12,3,5,6,11,4,1,2,0,0,1.95,3.5,4.0,D,4,4,12.9,7.2,5.7,11.8,1.7,0.2,0.8,1.7,,,-9.0,,0.3,,0.0,,0.0,30.0,,1.0,10.5,6.0,5.3,10.4,1.8,0.1,0.7,1.7,,,-10.0,,0.9,,20.0,,1.0,50.0,,2.0,74,74,79,75.67,72,72,76,73.33,Loftus Road
2012-12-15,liverpool,aston-villa,1,3,26,9,17,6,4,11,7,2,1,2,0,0,1.36,4.75,9.0,L,6,7,17.7,9.3,8.0,11.6,1.3,0.0,1.3,0.8,,,5.0,,1.7,,40.0,,2.0,90.0,,2.0,9.4,5.8,4.5,9.6,1.6,0.1,0.6,1.3,,,-7.0,,1.0,,20.0,,0.0,60.0,,4.0,79,80,79,79.33,72,72,76,73.33,Anfield
