Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-10-31,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,W,2,1,Norwich City,71,53418,Vincent Kompany,4-4-2,Robert Madley,Match Report,
2015-11-03,20:45 (03:45),Champions Lg,Group stage,Tue,Away,W,3,1,es Sevilla,44,39261,Vincent Kompany,4-2-3-1,Svein Oddvar Moen,Match Report,
2015-11-08,13:30 (21:30),Premier League,Matchweek 12,Sun,Away,D,0,0,Aston Villa,59,36757,Vincent Kompany,4-2-3-1,Craig Pawson,Match Report,
2015-11-21,17:30 (01:30),Premier League,Matchweek 13,Sat,Home,L,1,4,Liverpool,58,54444,Yaya Touré,4-2-3-1,Jonathan Moss,Match Report,
2015-11-25,20:45 (03:45),Champions Lg,Group stage,Wed,Away,L,0,1,it Juventus,57,38193,Yaya Touré,4-2-3-1,Felix Brych,Match Report,
2015-11-28,15:00 (23:00),Premier League,Matchweek 14,Sat,Home,W,3,1,Southampton,46,54102,Yaya Touré,4-2-3-1,Roger East,Match Report,
2015-12-01,19:45 (03:45),League Cup,Quarter-finals,Tue,Home,W,4,1,Hull City,,38246,,4-2-3-1,Niel Swarbrick,Match Report,
2015-12-05,12:45 (20:45),Premier League,Matchweek 15,Sat,Away,L,0,2,Stoke City,54,27264,Joe Hart,4-2-3-1,Martin Atkinson,Match Report,
2015-12-08,19:45 (03:45),Champions Lg,Group stage,Tue,Home,W,4,2,de M'Gladbach,51,41829,Yaya Touré,4-3-3,Danny Makkelie,Match Report,
2015-12-12,15:00 (23:00),Premier League,Matchweek 16,Sat,Home,W,2,1,Swansea City,53,53052,Yaya Touré,4-2-3-1,Robert Madley,Match Report,
2015-12-21,20:00 (04:00),Premier League,Matchweek 17,Mon,Away,L,1,2,Arsenal,63,60053,Yaya Touré,4-4-1-1,Andre Marriner,Match Report,
2015-12-26,15:00 (23:00),Premier League,Matchweek 18,Sat,Home,W,4,1,Sunderland,66,54523,Yaya Touré,4-2-3-1,Anthony Taylor,Match Report,
2015-12-29,19:45 (03:45),Premier League,Matchweek 19,Tue,Away,D,0,0,Leicester City,61,32072,Yaya Touré,4-2-3-1,Craig Pawson,Match Report,
2016-01-02,17:30 (01:30),Premier League,Matchweek 20,Sat,Away,W,2,1,Watford,52,20676,Yaya Touré,4-2-3-1,Martin Atkinson,Match Report,
2016-01-06,20:00 (04:00),League Cup,Semi-finals,Wed,Away,L,1,2,Everton,,34027,,4-2-3-1,Robert Madley,Match Report,Leg 1 of 2
2016-01-09,15:00 (23:00),FA Cup,Third round,Sat,Away,W,3,0,Norwich City,,24507,,,Mike Dean,Match Report,
2016-01-13,19:45 (03:45),Premier League,Matchweek 21,Wed,Home,D,0,0,Everton,55,53796,Yaya Touré,4-4-2,Roger East,Match Report,
2016-01-16,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,W,4,0,Crystal Palace,53,53983,Joe Hart,4-4-2,Jonathan Moss,Match Report,
2016-01-23,17:30 (01:30),Premier League,Matchweek 23,Sat,Away,D,2,2,West Ham,53,34977,Yaya Touré,4-2-3-1,Craig Pawson,Match Report,
2016-01-27,19:45 (03:45),League Cup,Semi-finals,Wed,Home,W,3,1,Everton,,50048,,4-2-3-1,Martin Atkinson,Match Report,Leg 2 of 2; Manchester City won
2016-01-30,15:00 (23:00),FA Cup,Fourth round,Sat,Away,W,4,0,Aston Villa,,23636,,,Mike Jones,Match Report,
2016-02-02,19:45 (03:45),Premier League,Matchweek 24,Tue,Away,W,1,0,Sunderland,50,38852,Yaya Touré,4-4-2,Stuart Attwell,Match Report,
2016-02-06,12:45 (20:45),Premier League,Matchweek 25,Sat,Home,L,1,3,Leicester City,66,54693,Yaya Touré,4-4-2,Anthony Taylor,Match Report,
2016-02-14,16:15 (00:15),Premier League,Matchweek 26,Sun,Home,L,1,2,Tottenham,46,54551,Vincent Kompany,4-2-3-1,Mark Clattenburg,Match Report,
2016-02-21,16:00 (00:00),FA Cup,Fifth round,Sun,Away,L,1,5,Chelsea,,41594,,,Andre Marriner,Match Report,
2016-02-24,21:45 (03:45),Champions Lg,Round of 16,Wed,Away,W,3,1,ua Dynamo Kyiv,47,53691,Joe Hart,4-2-3-1,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2016-02-28,16:30 (00:30),League Cup,Final,Sun,Away,D,1 (3),1 (1),Liverpool,,86206,,4-2-3-1,Michael Oliver,Match Report,Manchester City won on penalty kicks following extra time
2016-03-02,20:00 (04:00),Premier League,Matchweek 28,Wed,Away,L,0,3,Liverpool,50,43597,Vincent Kompany,4-2-3-1,Martin Atkinson,Match Report,
2016-03-05,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,W,4,0,Aston Villa,71,53892,Vincent Kompany,4-4-2,Lee Mason,Match Report,
2016-03-12,12:45 (20:45),Premier League,Matchweek 30,Sat,Away,D,0,0,Norwich City,66,26323,Vincent Kompany,4-4-2,Jonathan Moss,Match Report,
2016-03-15,19:45 (03:45),Champions Lg,Round of 16,Tue,Home,D,0,0,ua Dynamo Kyiv,46,43630,Vincent Kompany,4-2-3-1,Ovidiu Hațegan,Match Report,Leg 2 of 2; Manchester City won
2016-03-20,16:00 (00:00),Premier League,Matchweek 31,Sun,Home,L,0,1,Manchester Utd,55,54557,Yaya Touré,4-2-3-1,Michael Oliver,Match Report,
2016-04-02,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,W,4,0,Bournemouth,54,11192,Pablo Zabaleta,4-2-3-1,Robert Madley,Match Report,
2016-04-06,20:45 (02:45),Champions Lg,Quarter-finals,Wed,Away,D,2,2,fr Paris S-G,36,47228,Joe Hart,4-2-3-1,Milorad Mažić,Match Report,Leg 1 of 2
2016-04-09,17:30 (00:30),Premier League,Matchweek 33,Sat,Home,W,2,1,West Brom,62,53920,Joe Hart,4-4-2,Mike Jones,Match Report,
2016-04-12,19:45 (02:45),Champions Lg,Quarter-finals,Tue,Home,W,1,0,fr Paris S-G,38,53039,Joe Hart,4-2-3-1,Carlos Velasco,Match Report,Leg 2 of 2; Manchester City won
2016-04-16,17:30 (00:30),Premier League,Matchweek 34,Sat,Away,W,3,0,Chelsea,48,41212,Yaya Touré,4-2-3-1,Mike Dean,Match Report,
2016-04-19,19:45 (02:45),Premier League,Matchweek 27,Tue,Away,D,1,1,Newcastle Utd,57,46424,Vincent Kompany,4-2-3-1,Kevin Friend,Match Report,
2016-04-23,12:45 (19:45),Premier League,Matchweek 35,Sat,Home,W,4,0,Stoke City,53,53974,Yaya Touré,4-4-2,Robert Madley,Match Report,
2016-04-26,19:45 (02:45),Champions Lg,Semi-finals,Tue,Home,D,0,0,es Real Madrid,48,52221,Vincent Kompany,4-2-3-1,Cüneyt Çakιr,Match Report,Leg 1 of 2
2016-05-01,16:30 (23:30),Premier League,Matchweek 36,Sun,Away,L,2,4,Southampton,60,31472,Joe Hart,4-4-2,Andre Marriner,Match Report,
2016-05-04,20:45 (02:45),Champions Lg,Semi-finals,Wed,Away,L,0,1,es Real Madrid,47,78300,Vincent Kompany,4-2-3-1,Damir Skomina,Match Report,Leg 2 of 2; Real Madrid won
2016-05-08,16:00 (23:00),Premier League,Matchweek 37,Sun,Home,D,2,2,Arsenal,57,54425,Joe Hart,4-4-2,Anthony Taylor,Match Report,
2016-05-15,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,D,1,1,Swansea City,50,20934,Joe Hart,4-4-2,Mike Dean,Match Report,
