Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-12-08,20:45 (03:45),Champions Lg,Group stage,Tue,Away,L,2,3,de Wolfsburg,53,26400,Chris Smalling,4-2-3-1,Milorad Mažić,Match Report,
2015-12-12,17:30 (01:30),Premier League,Matchweek 16,Sat,Away,L,1,2,Bournemouth,57,11334,Michael Carrick,4-2-3-1,Anthony Taylor,Match Report,
2015-12-19,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,L,1,2,Norwich City,69,75320,Wayne Rooney,4-2-3-1,Michael Oliver,Match Report,
2015-12-26,12:45 (20:45),Premier League,Matchweek 18,Sat,Away,L,0,2,Stoke City,59,27426,Michael Carrick,4-2-3-1,Kevin Friend,Match Report,
2015-12-28,17:30 (01:30),Premier League,Matchweek 19,Mon,Home,D,0,0,Chelsea,67,75275,Wayne Rooney,4-2-3-1,Martin Atkinson,Match Report,
2016-01-02,15:00 (23:00),Premier League,Matchweek 20,Sat,Home,W,2,1,Swansea City,55,75415,Wayne Rooney,4-2-3-1,Jonathan Moss,Match Report,
2016-01-09,17:30 (01:30),FA Cup,Third round,Sat,Home,W,1,0,Sheffield Utd,,74284,,,Andre Marriner,Match Report,
2016-01-12,19:45 (03:45),Premier League,Matchweek 21,Tue,Away,D,3,3,Newcastle Utd,46,49673,Wayne Rooney,4-2-3-1,Mike Dean,Match Report,
2016-01-17,14:05 (22:05),Premier League,Matchweek 22,Sun,Away,W,1,0,Liverpool,47,43865,Wayne Rooney,4-2-3-1,Mark Clattenburg,Match Report,
2016-01-23,15:00 (23:00),Premier League,Matchweek 23,Sat,Home,L,0,1,Southampton,55,75408,Wayne Rooney,3-4-1-2,Mike Jones,Match Report,
2016-01-29,19:55 (03:55),FA Cup,Fourth round,Fri,Away,W,3,1,Derby County,,31134,,,Anthony Taylor,Match Report,
2016-02-02,20:00 (04:00),Premier League,Matchweek 24,Tue,Home,W,3,0,Stoke City,47,75234,Wayne Rooney,4-2-3-1,Roger East,Match Report,
2016-02-07,16:00 (00:00),Premier League,Matchweek 25,Sun,Away,D,1,1,Chelsea,51,41434,Wayne Rooney,4-2-3-1,Michael Oliver,Match Report,
2016-02-13,12:45 (20:45),Premier League,Matchweek 26,Sat,Away,L,1,2,Sunderland,66,41687,Wayne Rooney,4-2-3-1,Andre Marriner,Match Report,
2016-02-18,19:00 (02:00),Europa Lg,Round of 32,Thu,Away,L,1,2,dk Midtjylland,59,9182,Michael Carrick,4-2-3-1,Artur Soares Dias,Match Report,Leg 1 of 2
2016-02-22,19:45 (03:45),FA Cup,Fifth round,Mon,Away,W,3,0,Shrewsbury,,9370,,,Robert Madley,Match Report,
2016-02-25,20:05 (04:05),Europa Lg,Round of 32,Thu,Home,W,5,1,dk Midtjylland,65,58609,Michael Carrick,4-2-3-1,István Vad II,Match Report,Leg 2 of 2; Manchester Utd won
2016-02-28,14:05 (22:05),Premier League,Matchweek 27,Sun,Home,W,3,2,Arsenal,39,75329,Michael Carrick,4-1-4-1,Craig Pawson,Match Report,
2016-03-02,20:00 (04:00),Premier League,Matchweek 28,Wed,Home,W,1,0,Watford,61,75272,Juan Mata,4-2-3-1,Mike Jones,Match Report,
2016-03-06,16:00 (00:00),Premier League,Matchweek 29,Sun,Away,L,0,1,West Brom,53,24878,Michael Carrick,4-1-4-1,Mike Dean,Match Report,
2016-03-10,20:05 (04:05),Europa Lg,Round of 16,Thu,Away,L,0,2,eng Liverpool,40,43228,Juan Mata,4-2-3-1,Carlos Velasco,Match Report,Leg 1 of 2
2016-03-13,16:00 (00:00),FA Cup,Quarter-finals,Sun,Home,D,1,1,West Ham,,74298,,,Anthony Taylor,Match Report,
2016-03-17,20:05 (04:05),Europa Lg,Round of 16,Thu,Home,D,1,1,eng Liverpool,58,75180,Michael Carrick,4-1-4-1,Milorad Mažić,Match Report,Leg 2 of 2; Liverpool won
2016-03-20,16:00 (00:00),Premier League,Matchweek 31,Sun,Away,W,1,0,Manchester City,46,54557,Michael Carrick,4-1-4-1,Michael Oliver,Match Report,
2016-04-03,16:00 (23:00),Premier League,Matchweek 32,Sun,Home,W,1,0,Everton,54,75341,Michael Carrick,4-1-4-1,Andre Marriner,Match Report,
2016-04-10,16:00 (23:00),Premier League,Matchweek 33,Sun,Away,L,0,3,Tottenham,53,35761,Michael Carrick,4-2-3-1,Mike Dean,Match Report,
2016-04-13,19:00 (02:00),FA Cup,Quarter-finals,Wed,Away,W,2,1,West Ham,,33505,,,Roger East,Match Report,
2016-04-16,15:00 (22:00),Premier League,Matchweek 34,Sat,Home,W,1,0,Aston Villa,66,75411,Wayne Rooney,4-1-4-1,Kevin Friend,Match Report,
2016-04-20,20:00 (03:00),Premier League,Matchweek 30,Wed,Home,W,2,0,Crystal Palace,66,75277,Wayne Rooney,4-1-4-1,Lee Mason,Match Report,
2016-04-23,17:15 (00:15),FA Cup,Semi-finals,Sat,Away,W,2,1,Everton,,86064,,,Anthony Taylor,Match Report,
2016-05-01,14:05 (21:05),Premier League,Matchweek 36,Sun,Home,D,1,1,Leicester City,71,75275,Wayne Rooney,4-1-4-1,Michael Oliver,Match Report,
2016-05-07,12:45 (19:45),Premier League,Matchweek 37,Sat,Away,W,1,0,Norwich City,67,27132,Wayne Rooney,4-1-4-1,Craig Pawson,Match Report,
2016-05-10,20:30 (03:30),Premier League,Matchweek 35,Tue,Away,L,2,3,West Ham,59,34602,Wayne Rooney,4-1-4-1,Mike Dean,Match Report,
2016-05-17,20:00 (03:00),Premier League,Matchweek 38,Tue,Home,W,3,1,Bournemouth,66,74363,Wayne Rooney,4-1-4-1,Jonathan Moss,Match Report,
2016-05-21,17:30 (00:30),FA Cup,Final,Sat,Away,W,2,1,Crystal Palace,,88619,,,Mark Clattenburg,Match Report,Required Extra Time
