HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Result
7,6,13.6,4.4,6.6,11.4,2.0,0.1,1.9,1.4,1.3,1.2,5.0,1.0,1.7,1.5,50.0,0.5,0.0,8.8,2.0,4.2,10.5,1.9,0.1,0.5,1.6,0.4,2.4,-11.0,-20.0,1.0,0.6,30.0,20.0,0.0,72,74,76,74.0,74,71,72,72.33,1.75,3.75,5.5,D
8,8,17.7,11.0,7.6,8.8,1.4,0.0,2.3,1.0,2.4,0.9,13.0,15.0,1.8,2.0,50.0,0.6,1.0,12.2,7.4,7.4,10.8,1.9,0.1,1.2,0.8,0.9,1.1,4.0,-2.0,1.7,1.1,50.0,20.0,1.0,79,80,79,79.33,77,75,76,76.0,1.95,3.6,4.2,D
7,4,9.3,2.7,3.9,9.0,2.0,0.2,0.7,1.9,1.0,1.4,-12.0,-4.0,0.7,1.2,20.0,0.3,0.0,14.9,4.6,7.4,12.6,2.3,0.0,1.4,1.2,1.9,1.4,2.0,5.0,1.5,1.7,40.0,50.0,1.0,76,76,78,76.67,80,85,79,81.33,4.75,3.8,1.72,D
10,10,10.5,3.6,4.1,9.4,1.5,0.1,1.5,1.5,1.3,1.0,0.0,3.0,1.5,1.6,40.0,0.4,0.0,12.4,4.4,5.0,12.4,1.5,0.1,1.7,0.9,1.2,1.5,8.0,-3.0,1.7,1.1,50.0,30.0,3.0,78,79,79,78.67,78,77,82,79.0,2.88,3.4,2.63,D
3,3,7.3,2.2,2.3,9.3,0.9,0.0,0.9,1.4,1.1,1.8,-5.0,-7.0,1.4,1.2,40.0,0.3,0.0,14.0,6.0,5.4,11.1,1.5,0.0,2.0,0.8,1.5,0.9,12.0,6.0,1.7,2.0,40.0,50.0,0.0,75,76,77,76.0,81,82,83,82.0,8.0,4.75,1.4,D
7,5,12.6,5.2,5.1,11.7,1.8,0.2,1.4,0.8,1.8,0.9,6.0,9.0,1.7,2.0,50.0,0.6,0.0,20.3,8.3,4.9,9.7,1.4,0.1,2.0,1.1,1.6,1.7,9.0,-1.0,2.1,1.7,60.0,50.0,1.0,75,75,74,74.67,80,82,83,81.67,5.0,3.8,1.67,D
8,7,12.5,3.1,5.3,11.5,1.4,0.2,1.3,2.1,0.8,2.1,-8.0,-13.0,0.9,0.6,20.0,0.1,0.0,8.8,3.0,3.4,11.8,1.6,0.1,1.0,1.7,0.6,1.9,-7.0,-13.0,1.2,0.7,30.0,20.0,0.0,74,74,75,74.33,73,73,72,72.67,1.7,4.0,4.75,D
5,4,13.3,5.1,5.1,7.1,0.9,0.2,2.2,1.3,2.1,1.2,9.0,9.0,1.9,1.9,60.0,0.6,4.0,9.7,4.0,4.2,11.0,1.8,0.0,0.9,2.1,1.0,1.9,-12.0,-9.0,0.7,1.0,20.0,30.0,0.0,77,79,79,78.33,75,75,77,75.67,1.55,4.0,6.5,D
7,6,13.9,4.6,7.2,11.3,1.2,0.1,2.0,1.0,1.9,1.5,10.0,4.0,2.0,1.4,50.0,0.3,0.0,14.2,4.6,4.8,9.5,1.5,0.0,1.7,1.0,1.1,1.5,7.0,-4.0,2.0,1.0,60.0,20.0,3.0,78,81,82,80.33,72,77,76,75.0,1.75,3.8,5.25,D
7,4,19.4,7.4,6.1,11.0,1.3,0.0,2.0,0.6,1.9,0.7,14.0,12.0,2.3,2.0,70.0,0.6,2.0,9.3,1.8,4.5,10.7,1.5,0.0,0.8,1.1,0.8,1.5,-3.0,-7.0,1.1,0.7,30.0,10.0,0.0,79,78,81,79.33,73,75,76,74.67,1.22,7.0,15.0,D
10,10,11.9,3.6,5.3,8.2,1.2,0.1,1.1,1.1,1.2,1.1,0.0,1.0,1.9,1.6,60.0,0.5,0.0,11.7,3.6,4.2,11.9,1.7,0.0,1.2,1.8,1.0,2.1,-6.0,-11.0,1.0,0.8,20.0,20.0,0.0,77,81,83,80.33,74,76,77,75.67,1.6,3.8,6.0,D
3,7,17.1,5.3,5.5,10.8,1.4,0.1,1.6,0.8,2.2,0.7,8.0,15.0,2.0,2.8,60.0,0.9,0.0,11.3,3.2,5.6,11.2,1.5,0.0,1.0,1.0,0.8,1.4,0.0,-6.0,1.3,1.0,30.0,20.0,1.0,81,80,82,81.0,71,74,74,73.0,1.29,6.0,12.0,D
10,10,20.8,7.7,4.9,9.4,1.4,0.1,2.0,1.2,2.0,0.8,8.0,12.0,1.9,2.1,50.0,0.6,0.0,15.0,5.2,5.9,11.9,1.4,0.0,2.4,0.4,1.6,0.7,20.0,9.0,2.3,1.8,70.0,50.0,3.0,80,82,83,81.67,81,83,86,83.33,2.8,3.25,2.8,D
4,3,10.4,3.2,4.3,11.9,1.0,0.2,1.1,1.6,1.2,1.0,-5.0,2.0,0.8,1.5,20.0,0.4,0.0,12.1,4.0,3.9,11.6,1.8,0.0,1.6,1.5,1.3,1.4,1.0,-1.0,1.3,1.2,30.0,30.0,0.0,77,76,76,76.33,77,78,77,77.33,2.55,3.3,3.0,D
3,4,8.7,2.4,2.7,11.9,1.8,0.1,1.0,1.6,1.1,1.5,-6.0,-4.0,0.7,1.1,10.0,0.3,0.0,11.8,3.2,4.9,10.2,1.4,0.1,1.2,1.3,0.5,1.3,-1.0,-8.0,1.1,1.0,30.0,30.0,0.0,71,71,72,71.33,72,74,70,72.0,2.45,3.3,3.2,D
7,7,10.5,3.0,4.6,9.7,2.2,0.1,0.7,1.9,0.5,1.9,-12.0,-14.0,0.8,0.4,20.0,0.1,2.0,9.8,3.6,4.9,11.3,1.9,0.0,1.2,1.0,0.9,1.0,2.0,-1.0,1.9,1.4,60.0,40.0,1.0,74,74,74,74.0,77,81,78,78.67,3.5,3.3,2.15,D
6,6,7.9,2.8,3.6,9.9,1.9,0.1,1.0,1.2,1.4,1.6,-2.0,-2.0,1.4,1.1,40.0,0.3,0.0,16.0,6.8,5.9,13.7,2.0,0.0,2.1,0.7,1.6,1.2,14.0,4.0,2.2,1.6,60.0,40.0,0.0,72,75,77,74.67,78,76,79,77.67,4.75,3.6,1.85,D
10,10,15.1,3.8,6.4,11.1,1.2,0.0,0.7,0.9,0.6,1.2,-2.0,-6.0,1.2,0.9,30.0,0.2,0.0,12.8,5.4,4.8,11.1,1.8,0.2,1.3,0.7,0.7,1.7,6.0,-10.0,1.7,0.5,50.0,10.0,0.0,78,78,78,78.0,75,75,74,74.67,1.91,3.6,4.5,D
6,10,12.2,4.4,5.6,9.5,2.4,0.1,1.5,0.9,1.4,0.6,6.0,8.0,2.3,2.2,70.0,0.6,1.0,10.2,4.6,5.0,10.5,1.0,0.0,1.3,1.2,1.0,1.1,1.0,-1.0,1.6,1.6,50.0,50.0,0.0,81,82,83,82.0,74,74,77,75.0,1.36,5.0,11.0,D
10,10,13.2,5.2,5.5,12.2,2.3,0.0,1.4,1.2,1.6,1.0,2.0,6.0,1.7,1.8,50.0,0.5,0.0,10.2,3.7,4.0,11.7,1.3,0.0,0.9,2.1,1.3,2.2,-12.0,-9.0,0.2,0.7,0.0,20.0,0.0,82,79,84,81.67,74,77,79,76.67,1.6,4.33,6.0,D
4,4,12.1,3.6,4.0,10.0,1.2,0.2,1.5,1.0,1.3,1.0,5.0,3.0,1.9,1.6,60.0,0.5,1.0,11.5,4.4,5.3,8.0,0.8,0.0,1.6,1.3,1.9,1.4,3.0,5.0,1.8,1.7,50.0,50.0,0.0,77,76,76,76.33,80,80,83,81.0,4.33,3.6,1.95,D
3,3,11.9,4.3,5.0,11.6,1.8,0.1,1.9,1.0,2.4,0.3,9.0,21.0,2.2,2.7,70.0,0.9,0.0,9.9,3.8,4.7,9.4,1.3,0.0,0.8,0.6,1.0,1.1,2.0,-1.0,1.9,1.5,60.0,40.0,0.0,81,83,87,83.67,76,75,74,75.0,1.25,6.5,15.0,D
7,7,12.0,3.2,6.1,10.2,0.9,0.0,1.3,1.9,1.2,2.0,-6.0,-8.0,1.3,1.0,40.0,0.3,0.0,11.2,2.5,5.5,11.0,1.0,0.0,0.8,1.4,0.7,1.4,-6.0,-7.0,0.9,0.7,20.0,10.0,0.0,72,74,72,72.67,73,73,76,74.0,1.95,3.6,4.2,D
3,3,16.6,5.1,7.1,11.2,1.7,0.0,1.1,1.1,1.3,0.9,0.0,4.0,1.3,1.6,40.0,0.5,0.0,10.2,3.4,4.5,11.4,2.3,0.1,1.2,1.3,1.1,1.4,-1.0,-3.0,1.1,0.9,20.0,10.0,0.0,80,82,79,80.33,79,83,85,82.33,1.72,3.9,4.5,D
4,3,8.0,3.0,4.2,9.8,1.7,0.1,0.8,0.8,0.8,1.0,0.0,-2.0,1.5,1.3,40.0,0.4,1.0,17.8,6.4,6.7,10.7,1.7,0.0,2.4,0.9,2.0,0.8,15.0,12.0,2.1,2.2,60.0,70.0,0.0,77,81,78,78.67,82,85,84,83.67,7.0,4.2,1.5,D
5,7,9.8,2.8,5.3,12.0,2.0,0.1,0.8,1.4,0.7,0.9,-6.0,-2.0,0.9,1.1,20.0,0.3,0.0,10.6,3.4,3.8,11.5,1.6,0.2,1.2,2.3,0.9,1.8,-11.0,-9.0,1.1,0.9,30.0,30.0,1.0,76,77,80,77.67,76,76,77,76.33,2.15,3.2,3.5,D
4,8,19.7,6.5,7.4,10.4,1.2,0.2,2.1,0.5,2.4,0.4,16.0,20.0,2.1,2.5,70.0,0.8,1.0,10.8,4.1,4.9,11.6,1.8,0.0,0.9,2.1,0.5,2.3,-12.0,-18.0,0.7,0.2,20.0,0.0,0.0,81,80,82,81.0,73,73,72,72.67,1.2,7.5,17.0,D
7,7,11.1,3.4,4.8,12.3,2.5,0.1,0.8,1.4,0.8,1.6,-6.0,-8.0,1.2,1.1,30.0,0.3,2.0,13.0,4.3,5.3,10.3,0.7,0.0,1.7,1.2,1.4,1.9,5.0,-5.0,1.9,1.1,60.0,30.0,2.0,73,73,74,73.33,67,68,70,68.33,2.8,3.3,2.75,D
4,7,13.3,6.0,5.1,9.6,1.1,0.0,1.9,1.5,2.1,1.1,4.0,10.0,1.6,2.2,50.0,0.7,1.0,16.6,5.3,7.9,12.3,1.9,0.0,1.3,1.2,2.2,1.4,1.0,8.0,1.4,1.9,40.0,60.0,0.0,80,79,78,79.0,81,85,79,81.67,2.5,3.6,2.7,D
10,10,13.5,4.5,4.5,11.4,2.1,0.0,1.4,1.8,1.6,1.1,-4.0,5.0,0.9,1.7,20.0,0.5,0.0,16.3,5.7,6.5,7.7,1.3,0.0,1.9,0.9,2.0,1.2,10.0,8.0,2.3,2.2,70.0,70.0,5.0,71,73,78,74.0,80,79,80,79.67,4.33,3.5,1.95,D
3,8,14.9,5.8,5.1,12.5,2.2,0.1,1.7,0.3,1.3,0.5,14.0,8.0,2.2,2.0,60.0,0.5,0.0,10.3,3.5,6.0,8.8,1.6,0.0,1.0,1.4,0.9,2.0,-4.0,-11.0,1.0,0.6,30.0,20.0,1.0,81,84,84,83.0,75,76,78,76.33,1.36,4.75,8.0,D
7,7,12.5,6.9,6.0,11.6,0.9,0.2,1.1,0.9,1.2,1.2,2.0,0.0,1.6,1.3,40.0,0.3,1.0,10.0,4.9,4.4,10.6,1.7,0.3,0.9,1.4,1.2,2.1,-5.0,-9.0,0.9,0.9,20.0,30.0,0.0,72,70,73,71.67,74,75,77,75.33,1.73,3.8,5.5,D
3,3,13.3,4.5,4.1,8.4,1.8,0.0,1.4,0.9,1.9,0.8,5.0,11.0,1.9,2.1,60.0,0.6,2.0,13.2,5.2,4.5,9.7,2.3,0.1,1.5,2.4,1.0,2.1,-9.0,-11.0,0.8,0.7,20.0,20.0,0.0,83,84,84,83.67,77,77,76,76.67,1.28,6.5,11.0,D
4,4,17.5,6.8,7.9,10.3,1.4,0.0,2.4,0.6,2.9,0.4,18.0,25.0,2.7,3.0,90.0,1.0,8.0,12.8,4.5,6.5,10.7,1.9,0.0,1.4,1.7,1.9,2.1,-3.0,-2.0,1.3,1.0,40.0,30.0,2.0,81,81,83,81.67,82,84,81,82.33,1.85,3.75,4.0,ND
8,9,9.2,2.8,4.0,11.1,1.4,0.2,0.6,1.8,1.5,1.3,-12.0,2.0,0.6,1.8,10.0,0.5,0.0,11.2,3.8,4.6,8.4,1.4,0.0,1.4,0.7,1.3,1.0,7.0,3.0,2.2,1.7,70.0,50.0,2.0,74,76,74,74.67,81,83,85,83.0,5.5,3.6,1.75,ND
10,10,10.4,3.3,4.2,15.0,1.9,0.0,0.9,2.1,1.6,1.4,-12.0,2.0,0.7,1.7,20.0,0.5,0.0,13.7,4.7,5.0,12.3,1.6,0.2,1.6,1.6,1.2,1.2,0.0,0.0,1.4,1.4,40.0,40.0,2.0,73,74,74,73.67,77,77,77,77.0,3.1,3.2,2.37,ND
10,10,13.9,4.5,6.4,11.5,1.7,0.2,1.0,1.5,1.4,0.9,-5.0,5.0,1.1,1.9,30.0,0.6,0.0,12.7,5.6,4.1,9.4,1.5,0.1,1.8,1.2,1.2,1.2,6.0,0.0,1.8,1.2,50.0,30.0,0.0,80,79,77,78.67,76,79,83,79.33,1.95,3.75,3.75,ND
7,7,10.1,3.3,5.0,8.8,1.9,0.0,0.8,0.7,0.8,0.9,1.0,-1.0,1.7,1.2,50.0,0.3,0.0,12.1,3.3,4.9,12.7,2.2,0.0,1.8,1.7,1.8,1.8,1.0,0.0,1.4,1.3,40.0,40.0,0.0,76,75,74,75.0,75,78,76,76.33,2.6,3.25,3.0,ND
7,4,8.8,2.6,3.1,10.2,1.7,0.0,1.6,1.3,1.9,1.4,3.0,5.0,1.6,1.7,50.0,0.5,0.0,11.2,3.5,3.6,10.2,2.0,0.1,1.1,1.9,0.6,2.0,-8.0,-14.0,1.0,0.4,30.0,10.0,0.0,74,76,78,76.0,74,74,81,76.33,1.7,3.8,5.75,ND
7,4,20.5,9.0,8.5,8.3,1.6,0.1,2.8,0.6,3.0,0.3,22.0,27.0,2.7,2.5,90.0,0.8,8.0,12.3,6.0,4.6,10.1,1.6,0.0,2.0,1.7,1.5,1.8,3.0,-3.0,1.5,1.2,40.0,30.0,1.0,85,87,84,85.33,78,81,82,80.33,1.18,7.5,13.0,ND
8,8,15.6,6.2,7.9,10.3,1.6,0.0,1.7,1.4,2.5,1.0,3.0,15.0,1.5,2.3,40.0,0.7,1.0,11.2,4.4,4.9,11.5,2.1,0.2,1.4,1.2,0.7,1.9,2.0,-12.0,1.4,0.2,40.0,0.0,0.0,81,81,82,81.33,74,74,73,73.67,1.25,6.5,14.0,ND
4,3,10.5,3.7,3.6,11.8,1.6,0.2,0.6,1.0,0.7,1.5,-4.0,-8.0,0.7,0.6,0.0,0.1,0.0,14.3,4.5,5.7,10.7,1.5,0.0,1.6,1.0,2.1,1.0,6.0,11.0,1.8,2.3,50.0,70.0,0.0,74,76,75,75.0,78,80,82,80.0,4.0,3.5,1.9,ND
6,7,11.7,3.9,5.1,9.9,1.2,0.0,0.7,1.6,1.0,1.0,-9.0,0.0,0.6,1.3,10.0,0.3,0.0,13.7,6.0,5.1,9.4,1.8,0.0,2.5,0.7,1.6,1.3,18.0,3.0,2.7,1.9,90.0,60.0,7.0,69,69,70,69.33,80,81,79,80.0,6.5,4.33,1.57,ND
3,3,17.6,6.9,5.9,9.0,1.2,0.0,2.4,0.4,2.9,0.2,20.0,27.0,2.8,3.0,90.0,1.0,0.0,14.8,5.8,5.4,10.3,1.8,0.0,1.6,1.4,1.5,1.7,2.0,-2.0,1.6,1.3,40.0,30.0,1.0,85,84,86,85.0,81,83,85,83.0,1.4,5.0,7.0,ND
7,3,12.3,6.7,5.7,8.6,1.1,0.0,1.9,0.5,2.4,0.8,14.0,16.0,2.3,2.7,70.0,0.9,0.0,15.4,9.8,6.5,8.2,1.1,0.0,1.9,1.1,2.0,1.3,8.0,7.0,1.9,1.7,60.0,50.0,1.0,83,82,86,83.67,81,81,81,81.0,2.2,3.5,3.5,ND
10,10,8.1,4.5,4.8,11.1,1.9,0.2,1.2,1.0,1.4,0.7,2.0,7.0,1.7,2.0,40.0,0.5,0.0,16.2,9.3,7.4,10.1,1.4,0.0,1.7,0.9,1.7,1.1,8.0,6.0,1.5,2.0,40.0,60.0,0.0,75,76,75,75.33,81,81,81,81.0,4.33,3.5,1.95,ND
3,8,11.4,2.9,4.2,11.7,1.8,0.2,0.7,2.0,1.7,1.6,-13.0,1.0,0.8,1.8,20.0,0.6,0.0,11.8,2.9,4.4,11.5,1.6,0.1,1.5,1.8,1.3,2.1,-3.0,-8.0,1.5,1.0,40.0,30.0,0.0,78,79,68,75.0,76,76,77,76.33,2.2,3.39,3.6,ND
10,6,11.6,3.6,3.5,10.4,2.0,0.0,0.9,2.5,1.0,1.7,-16.0,-7.0,0.3,0.8,10.0,0.2,0.0,11.7,4.7,4.4,11.7,1.4,0.2,1.2,0.9,1.5,1.2,3.0,3.0,1.6,1.2,50.0,40.0,3.0,72,76,76,74.67,79,80,76,78.33,5.0,4.0,1.75,ND
7,10,10.9,4.0,5.4,10.9,1.4,0.1,1.3,1.5,1.8,1.5,-2.0,3.0,1.0,1.3,20.0,0.3,0.0,13.6,5.0,6.9,9.5,2.1,0.0,1.5,1.2,1.8,0.7,3.0,11.0,1.4,2.0,30.0,60.0,1.0,75,76,77,76.0,83,85,82,83.33,5.5,3.8,1.65,ND
5,5,12.4,3.7,4.5,13.2,2.5,0.2,1.2,1.4,1.0,1.2,-2.0,-2.0,1.1,1.2,30.0,0.3,0.0,8.8,2.8,6.0,9.8,1.1,0.1,1.3,1.1,0.9,1.7,2.0,-8.0,1.6,0.7,50.0,20.0,1.0,74,73,75,74.0,72,74,75,73.67,2.3,3.3,3.5,ND
6,6,11.8,4.2,6.4,9.9,1.8,0.1,1.0,1.8,1.0,1.4,-8.0,-4.0,0.8,0.8,10.0,0.1,0.0,16.0,6.1,6.0,8.3,0.9,0.1,1.3,1.5,1.6,1.2,-2.0,4.0,1.1,1.2,30.0,30.0,0.0,76,77,77,76.67,82,86,84,84.0,4.5,3.75,1.85,ND
10,10,15.1,5.9,4.9,10.5,2.0,0.0,1.7,0.8,2.2,1.1,9.0,11.0,2.3,2.2,70.0,0.6,0.0,8.2,2.8,3.2,12.0,2.5,0.0,1.5,1.6,1.6,1.9,-1.0,-3.0,1.5,1.2,40.0,30.0,0.0,80,83,83,82.0,77,78,77,77.33,1.44,4.75,8.0,ND
7,7,14.9,5.2,5.4,8.6,1.4,0.0,2.0,1.0,1.1,0.9,10.0,2.0,2.2,1.4,70.0,0.4,2.0,9.7,3.3,4.3,14.2,2.2,0.2,1.1,1.7,1.3,2.6,-6.0,-13.0,1.2,1.1,30.0,30.0,0.0,74,75,74,74.33,75,77,77,76.33,2.45,3.8,2.62,ND
6,7,12.7,4.2,3.6,13.0,2.2,0.1,1.2,2.2,0.7,1.3,-10.0,-6.0,0.5,0.6,10.0,0.1,0.0,12.1,3.6,6.3,11.6,1.3,0.4,0.6,1.9,0.6,2.4,-13.0,-18.0,0.4,0.4,10.0,10.0,0.0,72,73,72,72.33,76,75,78,76.33,3.1,3.5,2.4,ND
7,5,13.4,3.6,6.5,10.8,2.0,0.0,0.6,2.0,1.2,1.6,-14.0,-4.0,0.5,0.9,10.0,0.2,0.0,11.4,3.7,4.4,9.7,1.1,0.0,1.4,2.3,1.0,1.8,-9.0,-8.0,1.0,0.9,20.0,20.0,0.0,76,75,79,76.67,77,76,78,77.0,2.04,3.5,4.0,ND
8,3,10.1,3.5,3.4,11.5,1.7,0.2,0.8,1.4,1.6,1.0,-6.0,6.0,0.7,2.2,10.0,0.7,0.0,17.4,6.5,5.8,13.4,2.2,0.0,1.6,0.4,2.0,0.9,12.0,11.0,2.0,2.3,50.0,70.0,2.0,75,74,74,74.33,82,84,86,84.0,5.75,4.0,1.67,ND
4,7,17.8,6.8,6.4,8.7,1.5,0.0,1.9,1.1,1.6,0.9,8.0,7.0,2.1,1.8,70.0,0.5,0.0,11.5,3.4,5.8,9.0,2.0,0.1,0.7,1.4,1.5,2.0,-7.0,-5.0,0.6,0.8,10.0,20.0,0.0,79,82,80,80.33,76,77,79,77.33,1.25,6.0,12.0,ND
4,3,15.5,5.1,6.6,9.8,1.3,0.0,1.6,0.5,2.2,0.8,11.0,14.0,2.1,2.3,60.0,0.7,4.0,11.2,3.7,4.4,11.1,1.3,0.1,1.0,1.7,1.1,1.6,-7.0,-5.0,1.0,1.1,20.0,30.0,0.0,83,86,86,85.0,76,76,77,76.33,1.14,8.5,17.0,ND
3,7,9.8,3.6,4.8,9.9,1.7,0.1,0.5,1.9,0.5,1.9,-14.0,-14.0,0.8,0.5,20.0,0.1,0.0,11.2,3.9,3.1,9.4,2.3,0.1,1.0,2.3,0.8,2.1,-13.0,-13.0,0.5,0.6,10.0,10.0,0.0,74,74,76,74.67,77,78,78,77.67,3.75,3.5,2.0,ND
7,7,18.3,7.6,5.6,10.4,1.5,0.0,2.6,0.9,3.0,0.8,17.0,22.0,2.4,2.4,70.0,0.7,0.0,8.4,2.4,3.0,11.8,2.2,0.3,1.0,1.7,1.1,1.2,-7.0,-1.0,0.8,1.0,20.0,20.0,2.0,81,80,83,81.33,74,75,74,74.33,1.17,8.5,19.0,ND
8,8,11.5,5.1,4.6,10.4,2.1,0.0,1.8,0.9,1.6,0.6,9.0,10.0,2.4,2.3,80.0,0.7,5.0,9.4,2.9,4.3,10.8,1.6,0.0,0.8,2.2,0.5,1.7,-14.0,-12.0,0.2,0.3,0.0,0.0,0.0,81,84,86,83.67,76,76,78,76.67,1.18,8.0,19.0,ND
6,4,15.0,6.7,5.1,10.2,1.7,0.0,1.7,1.3,1.6,1.5,4.0,1.0,1.6,1.6,50.0,0.5,1.0,11.9,4.1,4.5,10.3,2.3,0.0,1.1,1.7,0.6,2.1,-6.0,-15.0,0.7,0.2,20.0,0.0,0.0,79,79,83,80.33,78,78,81,79.0,1.57,3.8,5.75,ND
5,5,15.5,5.5,6.7,7.3,1.1,0.1,1.8,1.1,1.9,0.3,7.0,16.0,2.1,2.6,60.0,0.8,0.0,12.1,4.5,5.7,9.9,1.4,0.0,0.8,0.9,0.4,1.5,-1.0,-11.0,1.6,0.6,50.0,20.0,2.0,80,79,80,79.67,67,68,70,68.33,1.22,7.0,16.0,ND
6,5,9.8,3.0,5.1,11.3,2.6,0.1,0.6,1.3,0.6,1.5,-7.0,-9.0,0.9,0.9,20.0,0.2,1.0,12.0,3.3,5.7,13.4,1.7,0.1,1.6,1.1,1.0,0.9,5.0,1.0,1.9,1.6,60.0,40.0,3.0,73,73,74,73.33,71,72,71,71.33,2.9,3.2,2.7,ND
3,3,9.8,2.6,3.2,10.8,2.5,0.2,0.9,1.6,1.6,1.7,-7.0,-1.0,1.0,1.3,30.0,0.4,0.0,11.8,3.7,3.7,14.1,1.8,0.2,1.1,1.7,1.0,2.2,-6.0,-12.0,1.4,0.8,40.0,20.0,0.0,74,75,74,74.33,77,78,77,77.33,2.63,3.3,2.9,ND
9,9,11.0,3.5,5.5,10.3,2.3,0.0,1.1,1.7,1.1,1.9,-6.0,-8.0,1.2,1.2,30.0,0.3,2.0,10.3,4.0,4.2,11.2,1.6,0.0,0.9,1.6,1.4,2.0,-7.0,-6.0,0.6,1.0,10.0,30.0,0.0,77,79,79,78.33,76,77,79,77.33,2.05,3.6,3.8,ND
3,7,14.8,6.1,5.0,9.8,1.0,0.0,2.0,0.3,2.6,0.1,17.0,25.0,2.6,2.6,80.0,0.8,1.0,11.7,3.3,4.3,10.5,1.4,0.1,0.9,2.1,0.6,2.0,-12.0,-14.0,0.5,0.5,10.0,10.0,1.0,81,82,85,82.67,73,73,72,72.67,1.11,11.0,26.0,ND
10,10,12.9,5.3,6.0,12.2,1.7,0.0,1.3,1.2,1.3,0.8,1.0,5.0,1.3,1.4,40.0,0.4,1.0,6.9,2.6,3.7,11.5,1.8,0.1,0.6,1.8,0.3,1.9,-12.0,-16.0,0.9,0.4,30.0,10.0,0.0,74,76,77,75.67,72,74,72,72.67,1.5,4.33,6.5,ND
7,7,16.5,5.6,6.6,10.4,1.4,0.1,1.9,1.4,1.9,0.8,5.0,11.0,1.6,2.3,50.0,0.7,0.0,11.7,4.2,4.6,11.2,2.0,0.0,1.1,1.8,0.3,2.5,-7.0,-22.0,0.9,0.1,20.0,0.0,1.0,82,82,85,83.0,75,74,76,75.0,1.29,6.0,13.0,ND
8,4,14.0,4.2,5.5,10.7,1.3,0.1,1.1,1.8,1.6,1.7,-7.0,-1.0,0.9,1.2,20.0,0.3,0.0,16.9,5.9,5.3,8.9,1.6,0.0,1.8,1.4,1.3,2.1,4.0,-8.0,1.6,1.4,40.0,40.0,1.0,76,76,75,75.67,79,84,79,80.67,4.0,3.8,1.85,ND
9,9,14.5,5.7,6.6,8.5,1.5,0.0,1.9,0.9,2.4,0.8,10.0,16.0,2.3,2.3,70.0,0.7,0.0,12.3,4.2,6.1,11.1,2.0,0.0,0.9,1.6,0.2,2.0,-7.0,-18.0,1.1,0.1,30.0,0.0,0.0,82,83,85,83.33,76,77,78,77.0,1.16,8.5,21.0,ND
3,3,15.2,5.9,6.8,11.7,1.8,0.0,1.5,0.8,1.6,0.6,7.0,10.0,1.6,1.8,40.0,0.5,0.0,11.4,3.8,4.9,8.6,1.4,0.0,1.3,1.6,1.2,2.6,-3.0,-14.0,1.2,0.7,40.0,20.0,2.0,78,77,80,78.33,74,76,77,75.67,1.36,5.25,9.5,ND
7,6,10.9,3.0,5.7,11.8,1.6,0.0,0.9,1.2,1.2,1.4,-3.0,-2.0,1.3,1.1,30.0,0.3,0.0,13.1,5.2,6.4,10.1,2.0,0.1,2.3,1.0,1.3,1.4,13.0,-1.0,2.2,1.3,70.0,40.0,1.0,71,72,71,71.33,80,81,79,80.0,4.75,3.75,1.83,ND
7,3,12.1,3.4,5.9,11.1,1.6,0.0,1.3,1.9,1.7,1.6,-6.0,1.0,1.2,1.5,30.0,0.4,0.0,16.2,5.5,7.3,5.4,0.9,0.0,2.9,0.8,1.5,0.7,21.0,8.0,3.0,2.1,100.0,60.0,10.0,74,77,75,75.33,82,82,86,83.33,6.5,4.75,1.44,ND
10,10,16.7,5.8,5.8,11.4,1.3,0.2,1.1,1.6,1.4,1.6,-5.0,-2.0,1.0,1.4,30.0,0.4,0.0,11.5,3.8,4.5,13.3,2.0,0.0,1.1,1.5,1.0,1.2,-4.0,-2.0,0.9,1.1,20.0,20.0,0.0,77,77,81,78.33,71,72,74,72.33,2.1,3.4,3.9,ND
7,7,17.8,5.7,8.0,10.0,1.5,0.0,1.9,0.8,1.9,0.7,11.0,12.0,1.7,2.2,40.0,0.6,1.0,11.9,5.0,6.3,11.4,1.3,0.0,2.1,1.1,1.0,1.7,10.0,-7.0,2.2,0.9,70.0,20.0,2.0,81,85,83,83.0,76,78,79,77.67,1.25,7.0,12.0,ND
10,7,11.1,3.6,3.8,12.7,1.5,0.0,1.4,1.4,1.2,1.5,0.0,-3.0,1.2,1.1,30.0,0.3,1.0,18.2,6.3,7.0,11.6,1.5,0.0,2.1,0.3,1.9,1.0,18.0,9.0,2.6,2.0,80.0,60.0,3.0,71,72,74,72.33,81,80,82,81.0,7.0,4.33,1.53,ND
