Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-12-26,15:00 (23:00),Premier League,Matchweek 18,Mon,Away,L,1,3,Manchester Utd,38,75325,Jermain Defoe,4-3-3,Martin Atkinson,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Away,L,1,4,Burnley,54,21124,John O'Shea,4-2-3-1,Graham Scott,Match Report,
2017-01-02,15:00 (23:00),Premier League,Matchweek 20,Mon,Home,D,2,2,Liverpool,29,46494,John O'Shea,4-4-1-1,Anthony Taylor,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Home,D,0,0,Burnley,,17632,,,Stuart Attwell,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,L,1,3,Stoke City,51,42722,John O'Shea,4-2-3-1,Mike Dean,Match Report,
2017-01-17,19:45 (03:45),FA Cup,Third round,Tue,Away,L,0,2,Burnley,,12257,,,Mike Jones,Match Report,
2017-01-21,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,L,0,2,West Brom,56,24380,John O'Shea,3-4-3,Craig Pawson,Match Report,
2017-01-31,19:45 (03:45),Premier League,Matchweek 23,Tue,Home,D,0,0,Tottenham,28,40058,John O'Shea,3-5-2,Lee Mason,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,W,4,0,Crystal Palace,35,25310,John O'Shea,3-5-1-1,Andre Marriner,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,L,0,4,Southampton,46,39931,John O'Shea,3-5-1-1,Paul Tierney,Match Report,
2017-02-25,15:00 (23:00),Premier League,Matchweek 26,Sat,Away,L,0,2,Everton,37,39595,John O'Shea,4-5-1,Stuart Attwell,Match Report,
2017-03-05,16:00 (00:00),Premier League,Matchweek 27,Sun,Home,L,0,2,Manchester City,29,41107,John O'Shea,4-5-1,Martin Atkinson,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,D,0,0,Burnley,44,41518,John O'Shea,4-3-3,Robert Madley,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Away,L,0,1,Watford,44,20805,John O'Shea,4-2-3-1,Lee Probert,Match Report,
2017-04-04,19:45 (02:45),Premier League,Matchweek 31,Tue,Away,L,0,2,Leicester City,46,31757,Lee Cattermole,4-1-3-2,Graham Scott,Match Report,
2017-04-09,13:30 (20:30),Premier League,Matchweek 32,Sun,Home,L,0,3,Manchester Utd,30,43779,Lee Cattermole,4-1-3-2,Craig Pawson,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,D,2,2,West Ham,47,40168,John O'Shea,4-3-3,Andre Marriner,Match Report,
2017-04-26,19:45 (02:45),Premier League,Matchweek 28,Wed,Away,L,0,1,Middlesbrough,51,30742,John O'Shea,4-3-3,Mike Dean,Match Report,
2017-04-29,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,L,0,1,Bournemouth,41,38394,John O'Shea,4-1-3-2,Stuart Attwell,Match Report,
2017-05-06,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,W,2,0,Hull City,41,22480,John O'Shea,4-3-3,Niel Swarbrick,Match Report,
2017-05-13,15:00 (22:00),Premier League,Matchweek 37,Sat,Home,L,0,2,Swansea City,53,38781,John O'Shea,4-3-3,Andre Marriner,Match Report,
2017-05-16,19:45 (02:45),Premier League,Matchweek 34,Tue,Away,L,0,2,Arsenal,37,59510,John O'Shea,3-5-2,Roger East,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,1,5,Chelsea,28,41618,John O'Shea,3-5-1-1,Niel Swarbrick,Match Report,
