Season,Date,HomeTeam,AwayTeam,B365H,B365D,B365A,Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,Venue,Result
2022-2023,2022-09-03,aston-villa,city,8.0,5.5,1.33,S Hooper,Sat,0,0,-7.200000000000001,-3.1999999999999997,-3.6,4.0,1.8,0.0,-3.0,0.8,-19.0,-1.2000000000000002,-0.20000000000000007,-5.0,-2.0,-60.0,-2.0,-80.0,-5.0,-7,-9,-5,-7.0,13,0,6.67,Villa Park,D
2022-2023,2022-09-17,wolves,city,9.5,5.0,1.33,A Taylor,Sat,0,7,-5.400000000000002,-4.2,-2.2,0.40000000000000036,1.7999999999999998,0.0,-3.2,-0.7999999999999999,-12.0,-0.9999999999999999,-0.8,-1.0,-1.0000000000000002,-40.0,1.0,-20.0,-3.0,-8,-7,-6,-7.0,9,0,8.17,Molineux Stadium,L
2022-2023,2022-10-16,liverpool,city,3.6,4.0,1.9,A Taylor,Sun,-1,-1,-0.1999999999999993,-0.39999999999999947,1.4000000000000004,2.999999999999999,0.8,0.0,-0.7999999999999998,0.5999999999999999,-7.0,-0.8000000000000003,1.0,-9.0,-1.0,-40.0,-3.0,-20.0,-9.0,-1,-2,-1,-1.3400000000000034,1,0,1.7000000000000002,Anfield,W
2022-2023,2022-10-29,leicester,city,10.0,6.5,1.25,R Jones,Sat,1,2,-7.0,-2.5999999999999996,-2.5999999999999996,8.2,1.2000000000000002,0.0,-1.0,-0.6,-2.0,-0.3999999999999999,0.0,-2.0,-0.3999999999999999,-20.0,1.0,0.0,2.0,-8,-7,-6,-7.0,7,0,8.75,King Power Stadium,L
2022-2023,2022-12-28,leeds,city,9.5,6.0,1.29,S Attwell,Wed,0,4,-2.799999999999999,-0.7999999999999998,-2.0,1.200000000000001,0.0,0.0,0.8000000000000003,1.6,-4.0,0.19999999999999996,0.9999999999999999,-4.0,-0.6000000000000001,-20.0,0.0,-20.0,0.0,-10,-10,-7,-9.0,16,0,8.21,Elland Road,L
2022-2023,2023-01-05,chelsea,city,5.0,4.0,1.67,P Tierney,Thu,0,-1,-10.999999999999998,-2.1999999999999997,-3.799999999999999,1.4000000000000004,0.20000000000000018,-0.2,-0.8,0.3999999999999999,-6.0,-0.20000000000000007,0.19999999999999996,-2.0,-1.2,-40.0,0.0,-40.0,0.0,-3,0,-2,-1.6700000000000017,2,0,3.33,Stamford Bridge,L
2022-2023,2023-01-14,united,city,4.2,3.6,1.85,S Attwell,Sat,0,1,-5.200000000000001,1.2000000000000002,-1.0,1.6000000000000014,0.0,-0.2,0.3999999999999999,-0.19999999999999996,3.0,0.19999999999999996,0.0,1.0,0.3999999999999999,20.0,3.0,0.0,1.0,-6,-4,-4,-4.670000000000002,5,0,2.35,Old Trafford,W
2022-2023,2023-02-05,tottenham,city,4.33,4.2,1.73,A Madley,Sun,1,-1,-1.200000000000001,0.20000000000000018,0.0,3.1999999999999993,2.0,0.0,-0.6000000000000001,0.6000000000000001,-6.0,0.19999999999999996,0.0,1.0,-0.8,-20.0,-1.0,-40.0,-1.0,-7,-5,-1,-4.340000000000003,3,0,2.6,Tottenham Hotspur Stadium,W
2022-2023,2023-02-15,arsenal,city,2.9,3.5,2.35,A Taylor,Wed,-1,1,5.600000000000001,-0.7999999999999998,0.6000000000000005,-0.40000000000000036,0.40000000000000013,0.0,-1.0000000000000002,-0.3999999999999999,-3.0,-0.20000000000000007,-0.39999999999999997,1.0,-0.19999999999999996,-20.0,-1.0,20.0,0.0,-7,-6,-2,-5.0,4,0,0.5499999999999998,Emirates Stadium,L
2022-2023,2023-02-18,nottingham,city,8.5,5.5,1.3,G Scott,Sat,-1,4,-1.5999999999999996,-3.8,-3.0,-0.20000000000000107,0.19999999999999996,0.0,-1.6,-0.4,-6.0,-0.6,-0.4,-1.0,-0.3999999999999999,-20.0,-2.0,0.0,-2.0,-13,-13,-9,-11.670000000000002,22,1,7.2,City Ground,D
2022-2023,2023-02-25,bournemouth,city,10.0,5.75,1.29,P Tierney,Sat,-1,4,-5.800000000000001,-3.8,-3.2,-2.799999999999999,0.0,0.0,-1.4,0.19999999999999996,-8.0,-0.7999999999999999,0.0,-4.0,-1.0,-40.0,1.0,-20.0,-1.0,-11,-14,-13,-12.659999999999997,21,1,8.71,Dean Court,L
2022-2023,2023-03-11,palace,city,9.0,4.75,1.36,R Jones,Sat,-1,0,-9.600000000000001,-4.199999999999999,-2.8,0.8000000000000007,1.0,0.2,-2.0,0.19999999999999996,-11.0,-1.8,0.2,-10.0,-2.0,-80.0,-2.0,-40.0,-5.0,-8,-11,-8,-9.0,11,0,7.64,Selhurst Park,L
2022-2023,2023-04-08,southampton,city,11.0,6.0,1.25,R Jones,Sat,1,-1,-5.000000000000002,-1.2000000000000002,-2.0,2.0,0.20000000000000018,0.0,-1.5999999999999999,0.6,-11.0,-1.0,0.39999999999999997,-7.0,-1.6,-60.0,-4.0,-40.0,-7.0,-8,-15,-9,-10.659999999999997,14,0,9.75,St Mary's Stadium,L
2022-2023,2023-04-30,fulham,city,12.0,6.0,1.25,S Hooper,Sun,1,1,-2.0,-3.1999999999999997,0.40000000000000036,0.0,0.19999999999999996,0.0,-2.0,0.3999999999999999,-12.0,-0.9999999999999999,0.39999999999999997,-7.0,-1.8,-60.0,-7.0,-60.0,-10.0,-10,-11,-8,-9.659999999999997,20,1,10.75,Craven Cottage,L
2022-2023,2023-05-14,everton,city,9.0,4.75,1.36,A Taylor,Sun,1,1,-0.20000000000000107,-1.0,-1.9999999999999996,3.0,1.0,0.2,-0.9999999999999998,1.2,-11.0,-0.8,0.6000000000000001,-7.0,-2.0,-80.0,-9.0,-40.0,-11.0,-8,-10,-7,-8.329999999999998,15,0,7.64,Goodison Park,L
2022-2023,2023-05-24,brighton,city,4.0,4.33,1.75,S Hooper,Wed,0,0,4.199999999999999,-0.1999999999999993,-0.40000000000000036,5.0,2.0,0.0,-0.40000000000000013,1.6,-10.0,-0.9999999999999999,0.8,-9.0,-1.2,-40.0,-11.0,-40.0,-14.0,-7,-11,-10,-9.329999999999998,8,0,2.25,Falmer Stadium,D
2022-2023,2023-05-28,brentford,city,3.8,4.0,1.83,J Brooks,Sun,0,4,-2.0,0.20000000000000018,-1.5999999999999996,1.0,1.2,0.0,-0.19999999999999996,0.19999999999999996,-2.0,-0.6,0.39999999999999997,-5.0,-0.20000000000000018,0.0,2.0,-20.0,-14.0,-10,-12,-9,-10.329999999999998,12,0,1.9699999999999998,Brentford Community Stadium,W
2022-2023,2022-09-04,brighton,leicester,1.83,3.5,4.5,T Harrington,Sun,0,2,1.200000000000001,1.2000000000000002,0.0,1.5999999999999996,0.0,0.0,0.0,-1.6,8.0,0.39999999999999997,-0.6,5.0,1.8,60.0,0.0,60.0,0.0,-1,-7,-5,-4.329999999999998,1,0,-2.67,Falmer Stadium,W
2022-2023,2022-09-17,tottenham,leicester,1.45,4.5,7.0,S Hooper,Sat,0,-6,6.0,3.2,2.1999999999999997,1.5999999999999996,0.8000000000000003,0.0,0.40000000000000013,-1.9999999999999998,12.0,0.19999999999999996,-0.8,5.0,2.2,60.0,1.0,100.0,6.0,0,1,3,1.3400000000000034,-4,0,-5.55,Tottenham Hotspur Stadium,W
2022-2023,2022-10-08,bournemouth,leicester,3.6,3.4,2.05,M Salisbury,Sat,0,2,-6.800000000000001,-2.8,-0.6000000000000001,1.0,-0.20000000000000018,0.0,-1.0,-0.3999999999999999,-3.0,-1.4,0.3999999999999999,-9.0,0.6,0.0,-1.0,60.0,3.0,-5,-5,-6,-5.340000000000003,14,1,1.5500000000000003,Dean Court,W
2022-2023,2022-10-23,wolves,leicester,2.25,3.25,3.25,M Oliver,Sun,0,2,-3.200000000000001,-2.4,0.0,-3.0,-0.6000000000000001,0.2,-1.4,0.3999999999999999,-9.0,-1.4000000000000001,0.4,-9.0,-0.7999999999999999,-20.0,-1.0,-40.0,-2.0,-1,0,0,-0.3400000000000034,2,0,-1.0,Molineux Stadium,L
2022-2023,2022-11-05,everton,leicester,2.4,3.3,3.0,D Coote,Sat,0,0,-1.7999999999999998,-1.6,-0.6000000000000001,-2.200000000000001,1.4,0.0,-0.5999999999999999,0.4,-5.0,-0.6,0.6,-6.0,-0.5999999999999999,-20.0,0.0,-20.0,2.0,-1,-2,1,-0.6700000000000017,8,0,-0.6000000000000001,Goodison Park,L
2022-2023,2022-11-12,west-ham,leicester,2.05,3.4,3.75,J Gillett,Sat,0,-1,3.0,-0.9999999999999996,3.0,-3.1999999999999993,0.0,0.0,-0.8,0.8,-8.0,-0.6,0.8,-7.0,-1.2,-40.0,-1.0,-40.0,-1.0,1,1,0,0.6599999999999966,-1,0,-1.7000000000000002,London Stadium,L
2022-2023,2022-12-30,liverpool,leicester,1.29,6.0,9.5,C Pawson,Fri,-1,0,5.399999999999999,2.8,5.0,1.0,-0.2,0.0,0.19999999999999996,0.3999999999999999,-1.0,0.8,-0.19999999999999996,5.0,0.0,0.0,3.0,0.0,3.0,7,5,5,5.659999999999997,-6,0,-8.21,Anfield,W
2022-2023,2023-01-14,nottingham,leicester,2.7,3.3,2.63,P Tierney,Sat,0,-1,-1.1999999999999993,-1.1999999999999997,-1.0,1.799999999999999,0.8,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.3999999999999999,1.0,0.40000000000000013,0.0,1.0,40.0,2.0,-5,-6,-3,-4.670000000000002,15,1,0.07000000000000028,City Ground,W
2022-2023,2023-02-04,aston-villa,leicester,1.95,3.6,3.8,D England,Sat,0,3,4.0,2.1999999999999997,-2.8000000000000003,-2.5999999999999996,0.6000000000000001,0.0,0.7999999999999999,-1.0,9.0,-0.2,-0.7999999999999999,3.0,1.8,60.0,2.0,60.0,3.0,2,-1,0,0.3299999999999983,6,0,-1.8499999999999999,Villa Park,L
2022-2023,2023-02-19,united,leicester,1.62,4.33,5.25,S Attwell,Sun,1,-5,3.1999999999999993,0.7999999999999998,0.20000000000000018,-1.8000000000000007,-0.8000000000000003,0.2,-0.19999999999999996,-0.20000000000000018,0.0,-0.7999999999999999,-0.6,-1.0,0.20000000000000018,0.0,-1.0,20.0,0.0,2,3,2,2.3299999999999983,-2,0,-3.63,Old Trafford,W
2022-2023,2023-03-04,southampton,leicester,2.75,3.3,2.6,R Jones,Sat,0,-1,0.40000000000000036,0.6000000000000001,0.0,4.200000000000001,1.2,0.0,-1.6,-0.40000000000000013,-6.0,-0.9999999999999999,-0.6,-2.0,-0.7999999999999999,-20.0,0.0,-40.0,0.0,0,-8,-6,-4.659999999999997,7,0,0.1499999999999999,St Mary's Stadium,W
2022-2023,2023-03-18,brentford,leicester,1.91,3.6,3.75,D Bond,Sat,0,-4,-1.0,1.0000000000000004,1.1999999999999997,-1.0,-0.6000000000000001,-0.2,0.3999999999999999,-0.8,6.0,-0.4,-0.6,1.0,1.0,20.0,1.0,60.0,1.0,-2,-5,-6,-4.329999999999998,5,0,-1.84,Brentford Community Stadium,D
2022-2023,2023-04-01,palace,leicester,2.5,3.25,2.9,T Robinson,Sat,1,0,-6.0,-0.8000000000000003,0.5999999999999996,2.8000000000000007,0.6000000000000001,0.0,-0.2,-0.40000000000000013,1.0,-0.2,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,0,-4,-5,-3.0,4,0,-0.3999999999999999,Selhurst Park,W
2022-2023,2023-04-15,city,leicester,1.14,8.5,15.0,D England,Sat,-1,-3,3.5999999999999996,1.9999999999999996,4.0,-0.8000000000000007,0.0,-0.4,2.2,-1.2000000000000002,17.0,0.7999999999999999,-0.8,8.0,2.8,100.0,5.0,80.0,8.0,8,7,3,6.0,-7,0,-13.86,Etihad Stadium,W
2022-2023,2023-04-25,leeds,leicester,2.3,3.5,3.0,P Tierney,Tue,0,0,2.200000000000001,0.1999999999999993,2.4000000000000004,-1.0,0.3999999999999999,-0.2,0.19999999999999996,1.8,-8.0,0.19999999999999996,-0.19999999999999996,2.0,0.0,0.0,-1.0,0.0,-1.0,-1,-4,-5,-3.3299999999999983,9,0,-0.7000000000000002,Elland Road,D
2022-2023,2023-05-08,fulham,leicester,2.63,3.5,2.6,R Jones,Mon,0,-2,-4.4,-1.7999999999999998,1.6,-1.8000000000000007,-0.40000000000000013,0.0,0.0,-0.40000000000000013,2.0,-0.19999999999999996,-0.3999999999999999,1.0,0.19999999999999996,20.0,0.0,-20.0,-3.0,-2,-4,-5,-3.6599999999999966,13,1,0.029999999999999805,Craven Cottage,W
2022-2023,2023-05-22,newcastle,leicester,1.36,5.5,7.0,A Marriner,Mon,0,-3,4.4,0.40000000000000036,5.199999999999999,-1.5999999999999996,-0.7999999999999998,0.0,1.0,-1.0,10.0,0.20000000000000007,-1.0,6.0,1.0,40.0,1.0,20.0,2.0,3,-2,-3,-0.6599999999999966,3,0,-5.64,St. James Park,D
2022-2023,2022-10-01,southampton,everton,2.15,3.4,3.4,A Marriner,Sat,0,0,-1.3999999999999986,-1.0000000000000004,-0.20000000000000018,4.6,-1.0,0.0,0.0,0.4,-2.0,0.0,0.6,-3.0,-0.19999999999999996,20.0,-1.0,-60.0,-5.0,-2,-1,-5,-2.6700000000000017,-1,0,-1.25,St Mary's Stadium,L
2022-2023,2022-10-15,tottenham,everton,1.5,4.5,6.5,P Tierney,Sat,0,-3,3.200000000000001,3.4000000000000004,-0.20000000000000018,2.0,0.0,0.2,1.2000000000000002,0.5999999999999999,3.0,0.7999999999999999,0.19999999999999996,3.0,0.3999999999999999,20.0,1.0,0.0,1.0,2,4,4,3.3299999999999983,-12,0,-5.0,Tottenham Hotspur Stadium,W
2022-2023,2022-10-19,newcastle,everton,1.6,3.8,5.75,T Harrington,Wed,0,-1,7.799999999999999,3.8000000000000003,3.6000000000000005,3.8000000000000007,-1.6,0.0,1.2,-0.4,8.0,0.8,-0.4,6.0,0.40000000000000013,0.0,0.0,40.0,5.0,2,-1,-2,-0.3299999999999983,-5,0,-4.15,St. James Park,W
2022-2023,2022-10-29,fulham,everton,2.37,3.4,3.0,J Brooks,Sat,0,-1,4.4,1.4,1.1999999999999997,-2.799999999999999,-1.4,0.2,0.8,1.0000000000000002,-1.0,0.4,0.7999999999999999,-2.0,0.19999999999999996,0.0,1.0,20.0,2.0,-3,-2,-2,-2.3299999999999983,5,1,-0.6299999999999999,Craven Cottage,D
2022-2023,2022-11-12,bournemouth,everton,2.8,3.25,2.6,C Pawson,Sat,0,0,2.0,2.0000000000000004,0.0,-1.5999999999999996,-1.2,0.0,0.7999999999999999,1.4,-3.0,0.8,0.4,2.0,-0.6000000000000001,-20.0,0.0,-20.0,0.0,-4,-3,-7,-4.670000000000002,6,1,0.19999999999999973,Dean Court,W
2022-2023,2022-12-31,city,everton,1.13,9.0,19.0,A Madley,Sat,-1,-2,7.799999999999999,1.5999999999999996,3.799999999999999,0.0,0.6000000000000001,0.2,1.2,-0.3999999999999999,8.0,0.6,-0.4,5.0,1.5999999999999999,60.0,1.0,40.0,1.0,9,9,5,7.670000000000002,-15,0,-17.87,Etihad Stadium,D
2022-2023,2023-01-21,west-ham,everton,1.8,3.75,4.75,S Attwell,Sat,0,0,5.200000000000001,0.6000000000000001,1.0,2.8000000000000007,0.19999999999999996,0.0,-0.20000000000000007,-0.3999999999999999,1.0,0.0,-0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,1.3299999999999983,-9,0,-2.95,London Stadium,W
2022-2023,2023-02-13,liverpool,everton,1.5,4.33,6.5,S Hooper,Mon,-1,0,7.800000000000001,1.0,-0.39999999999999947,1.200000000000001,-0.3999999999999999,0.0,-0.20000000000000007,0.19999999999999996,-2.0,0.2,0.19999999999999996,0.0,0.0,0.0,-1.0,0.0,-1.0,8,7,4,6.329999999999998,-14,0,-5.0,Anfield,W
2022-2023,2023-03-01,arsenal,everton,1.36,4.75,10.0,M Oliver,Wed,0,0,5.0,0.0,0.0,-2.8000000000000007,-1.4,0.0,0.9999999999999999,0.19999999999999996,4.0,0.4,0.0,2.0,0.19999999999999996,0.0,2.0,20.0,2.0,4,6,3,4.329999999999998,-11,0,-8.64,Emirates Stadium,W
2022-2023,2023-03-05,nottingham,everton,2.7,3.0,2.88,J Brooks,Sun,-1,4,-1.5999999999999996,-1.8000000000000003,-1.8000000000000003,-3.0,-1.0,0.0,0.19999999999999996,0.0,1.0,0.2,0.0,1.0,-0.19999999999999996,-20.0,0.0,20.0,0.0,1,-1,-3,-1.0,7,1,-0.17999999999999972,City Ground,D
2022-2023,2023-03-18,chelsea,everton,1.5,4.2,7.5,D England,Sat,-1,0,0.6000000000000014,-1.0,1.5999999999999996,-0.40000000000000036,-0.3999999999999999,0.0,0.19999999999999996,-0.6000000000000001,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,2,5,4.670000000000002,-13,0,-6.0,Stamford Bridge,D
2022-2023,2023-04-08,united,everton,1.5,4.33,6.5,M Oliver,Sat,-1,-2,2.0,-0.5999999999999996,3.6000000000000005,-1.4000000000000004,-0.6000000000000001,-0.2,-0.3999999999999999,0.0,-2.0,-0.19999999999999996,-0.39999999999999997,1.0,0.19999999999999996,20.0,1.0,-20.0,-3.0,5,6,4,5.0,-10,0,-5.0,Old Trafford,W
2022-2023,2023-04-22,palace,everton,2.05,3.2,3.75,J Brooks,Sat,0,0,1.0,0.6000000000000005,1.1999999999999997,2.1999999999999993,0.20000000000000018,-0.2,1.0,-0.20000000000000018,6.0,-0.2,0.4,-3.0,0.8,40.0,3.0,0.0,3.0,0,-1,-1,-0.6700000000000017,-4,0,-1.7000000000000002,Selhurst Park,D
2022-2023,2023-05-01,leicester,everton,2.0,3.5,3.75,M Oliver,Mon,0,2,-1.0,-0.20000000000000018,0.7999999999999998,1.8000000000000007,0.0,-0.2,0.4,-0.3999999999999999,4.0,0.2,0.7999999999999999,-3.0,0.4,20.0,0.0,0.0,2.0,0,3,4,2.3299999999999983,-8,0,-1.75,King Power Stadium,D
2022-2023,2023-05-08,brighton,everton,1.33,5.25,9.0,S Hooper,Mon,-2,-3,5.600000000000001,1.7999999999999998,2.2,1.0,0.20000000000000018,-0.2,1.4000000000000001,-1.0000000000000002,12.0,0.9999999999999999,-0.4,7.0,1.4,60.0,2.0,20.0,1.0,1,-1,-3,-1.0,-7,0,-7.67,Falmer Stadium,L
2022-2023,2023-05-20,wolves,everton,2.75,3.3,2.6,D Coote,Sat,0,1,-3.4000000000000004,-3.2,1.5999999999999996,2.0,0.7999999999999998,-0.2,-0.8,0.0,-4.0,-0.20000000000000007,0.19999999999999996,-2.0,0.19999999999999996,20.0,0.0,-20.0,0.0,-2,3,0,0.3299999999999983,-6,0,0.1499999999999999,Molineux Stadium,D
2022-2023,2022-09-03,chelsea,west-ham,1.55,4.5,5.5,A Madley,Sat,0,1,0.5999999999999996,0.7999999999999998,3.6,1.1999999999999993,0.6000000000000001,0.4,0.7999999999999999,0.40000000000000013,2.0,0.6,0.0,3.0,0.5999999999999999,20.0,0.0,20.0,-2.0,6,6,4,5.329999999999998,-4,0,-3.95,Stamford Bridge,W
2022-2023,2022-09-18,everton,west-ham,2.9,3.25,2.5,M Oliver,Sun,0,7,2.0,1.4,1.5999999999999996,-3.0,0.8000000000000003,0.0,0.20000000000000007,-0.19999999999999996,2.0,0.4,-0.39999999999999997,4.0,0.0,-20.0,0.0,40.0,4.0,0,-1,-2,-1.0,9,0,0.3999999999999999,Goodison Park,W
2022-2023,2022-10-16,southampton,west-ham,2.9,3.4,2.4,P Bankes,Sun,0,5,-2.8000000000000007,-1.7999999999999998,-0.5999999999999996,2.3999999999999986,0.0,0.0,-0.7999999999999999,0.8,-8.0,0.0,0.6,-3.0,-0.7999999999999999,-20.0,-2.0,-40.0,-2.0,-4,-4,-4,-4.0,8,0,0.5,St Mary's Stadium,D
2022-2023,2022-10-19,liverpool,west-ham,1.4,5.0,7.0,S Attwell,Wed,-1,0,0.3999999999999986,0.40000000000000036,0.5999999999999996,1.5999999999999996,0.20000000000000018,0.0,0.20000000000000018,0.3999999999999999,-1.0,0.0,0.6,-3.0,0.20000000000000018,0.0,1.0,20.0,-2.0,6,4,5,5.0,-5,0,-5.6,Anfield,W
2022-2023,2022-10-30,united,west-ham,1.66,4.0,4.8,C Kavanagh,Sun,-1,0,-1.6000000000000014,1.2000000000000002,-1.2000000000000002,3.0,1.5999999999999999,0.0,0.0,1.0,-5.0,-0.19999999999999996,0.4,-3.0,-0.3999999999999999,-20.0,-1.0,0.0,3.0,1,2,2,1.6700000000000017,-1,0,-3.1399999999999997,Old Trafford,W
2022-2023,2022-12-26,arsenal,west-ham,1.5,4.33,6.5,M Oliver,Mon,-1,0,1.799999999999999,0.5999999999999996,-0.20000000000000018,0.20000000000000107,0.0,0.0,1.4,-1.0,12.0,0.19999999999999996,-0.8,5.0,2.0,60.0,3.0,80.0,8.0,0,0,4,1.3400000000000034,-2,0,-5.0,Emirates Stadium,W
2022-2023,2023-01-04,leeds,west-ham,2.6,3.5,2.6,D Coote,Wed,-1,-1,-0.6000000000000014,-1.0000000000000004,-1.2000000000000002,0.1999999999999993,0.3999999999999999,0.2,1.6,0.20000000000000018,7.0,0.4,0.0,2.0,1.4,40.0,0.0,60.0,1.0,-3,-4,-1,-2.6599999999999966,10,0,0.0,Elland Road,D
2022-2023,2023-01-14,wolves,west-ham,2.63,3.3,2.7,S Hooper,Sat,0,-4,-4.0,-0.3999999999999999,0.8000000000000007,0.40000000000000036,1.4,0.2,0.19999999999999996,-0.6000000000000001,4.0,0.20000000000000007,-0.4,3.0,0.6000000000000001,20.0,0.0,20.0,0.0,-2,-1,0,-1.0,3,0,-0.07000000000000028,Molineux Stadium,W
2022-2023,2023-02-04,newcastle,west-ham,1.6,3.8,6.0,P Bankes,Sat,0,-1,0.40000000000000036,0.7999999999999998,4.6000000000000005,-2.4000000000000004,0.6000000000000001,0.0,-0.19999999999999996,-1.6,7.0,-0.20000000000000007,-0.6,2.0,1.0,20.0,-1.0,60.0,14.0,0,-4,-1,-1.6599999999999966,4,0,-4.4,St. James Park,D
2022-2023,2023-02-19,tottenham,west-ham,1.75,3.6,4.75,M Oliver,Sun,1,-3,-0.5999999999999996,1.4,1.7999999999999998,2.4000000000000004,1.4000000000000001,0.2,-0.19999999999999996,1.0,-6.0,0.0,0.4,-2.0,0.0,20.0,0.0,-40.0,-3.0,0,1,5,2.0,-3,0,-3.0,Tottenham Hotspur Stadium,W
2022-2023,2023-03-04,brighton,west-ham,1.8,3.6,4.5,S Attwell,Sat,-2,1,6.399999999999999,3.9999999999999996,1.2000000000000002,1.0,0.3999999999999999,0.0,-0.20000000000000018,0.0,-1.0,-0.6000000000000001,-0.2,-2.0,0.0,0.0,-1.0,0.0,-1.0,-1,-4,-4,-3.0,2,0,-2.7,Falmer Stadium,W
2022-2023,2023-04-08,fulham,west-ham,2.8,3.25,2.63,J Gillett,Sat,0,4,-2.200000000000001,-0.19999999999999973,-4.8,4.199999999999999,1.5999999999999999,0.0,-0.3999999999999999,-0.19999999999999996,-1.0,-0.19999999999999996,0.19999999999999996,-2.0,-0.5999999999999999,-20.0,0.0,-20.0,0.0,-4,-4,-2,-3.3299999999999983,14,1,0.16999999999999993,Craven Cottage,L
2022-2023,2023-04-23,bournemouth,west-ham,2.88,3.2,2.55,A Taylor,Sun,1,5,0.0,1.6,-2.8,1.799999999999999,1.2000000000000002,0.0,0.0,0.0,0.0,-0.6,-0.19999999999999996,-2.0,0.19999999999999996,20.0,2.0,-20.0,0.0,-5,-7,-7,-6.329999999999998,15,1,0.33000000000000007,Dean Court,L
2022-2023,2023-04-29,palace,west-ham,2.63,3.25,2.75,C Pawson,Sat,1,1,4.999999999999998,0.5999999999999996,1.7999999999999998,2.200000000000001,0.8,0.0,0.0,-1.0,5.0,-1.2,-0.6,-3.0,0.6000000000000001,20.0,0.0,20.0,0.0,-2,-4,-2,-2.6700000000000017,5,0,-0.1200000000000001,Selhurst Park,W
2022-2023,2023-05-03,city,west-ham,1.2,7.0,13.0,J Brooks,Wed,-1,-1,2.0,2.8,1.0,-0.8000000000000007,0.8,0.0,1.1999999999999997,-0.6000000000000001,9.0,0.19999999999999996,-0.7999999999999999,5.0,1.6,60.0,8.0,40.0,11.0,6,7,6,6.329999999999998,-6,0,-11.8,Etihad Stadium,W
2022-2023,2023-05-14,brentford,west-ham,2.0,3.5,3.6,M Oliver,Sun,0,5,-2.4000000000000004,-0.8000000000000003,0.0,1.200000000000001,0.8,0.0,-0.8,-0.8,0.0,-1.2,-0.20000000000000007,-5.0,0.19999999999999996,0.0,-1.0,20.0,-1.0,-4,-5,-3,-4.0,6,0,-1.6,Brentford Community Stadium,W
2022-2023,2023-05-28,leicester,west-ham,1.91,3.8,3.6,S Hooper,Sun,0,-1,0.1999999999999993,0.0,-1.4000000000000004,3.1999999999999993,1.4000000000000001,0.0,-0.19999999999999996,0.20000000000000018,-2.0,-0.4,0.19999999999999996,-3.0,-0.6,-40.0,-1.0,20.0,0.0,-2,0,3,0.3299999999999983,1,0,-1.6900000000000002,King Power Stadium,W
2022-2023,2022-09-03,nottingham,bournemouth,1.95,3.5,3.8,M Oliver,Sat,0,0,6.2,0.8,0.8000000000000003,-1.0,1.0,0.0,0.0,-1.0,5.0,0.0,-1.2,6.0,0.0,0.0,0.0,0.0,-1.0,-1,-2,-2,-1.6700000000000017,1,0,-1.8499999999999999,City Ground,L
2022-2023,2022-09-17,newcastle,bournemouth,1.44,4.4,7.5,C Pawson,Sat,0,0,7.6,2.4000000000000004,4.199999999999999,2.4000000000000004,0.5999999999999999,0.0,0.4,-2.4000000000000004,14.0,0.6,-2.0,13.0,0.0,-20.0,-1.0,40.0,-1.0,5,3,5,4.329999999999998,-11,-1,-6.0600000000000005,St. James Park,D
2022-2023,2022-10-15,fulham,bournemouth,1.85,3.75,4.0,G Scott,Sat,0,-1,1.0,0.6000000000000001,-0.7999999999999998,-2.200000000000001,1.6,0.2,0.40000000000000013,1.5999999999999999,-6.0,0.2,0.6,-2.0,-0.6000000000000001,0.0,-1.0,-60.0,-5.0,1,1,5,2.3400000000000034,-1,0,-2.15,Craven Cottage,D
2022-2023,2022-10-24,west-ham,bournemouth,1.55,4.0,6.0,D Coote,Mon,0,0,5.999999999999998,1.4,1.6000000000000005,-2.000000000000001,0.0,0.0,0.19999999999999996,-0.19999999999999996,2.0,0.0,0.0,0.0,0.19999999999999996,20.0,0.0,-20.0,0.0,6,6,6,6.0,-15,-1,-4.45,London Stadium,W
2022-2023,2022-11-05,leeds,bournemouth,1.72,3.8,4.75,T Harrington,Sat,-1,0,4.4,0.20000000000000018,0.7999999999999998,2.200000000000001,0.19999999999999996,0.0,-0.19999999999999996,0.0,-1.0,0.0,0.3999999999999999,-2.0,-0.20000000000000007,0.0,1.0,-20.0,1.0,3,2,5,3.3400000000000034,-5,-1,-3.0300000000000002,Elland Road,W
2022-2023,2022-12-27,chelsea,bournemouth,1.3,5.5,10.0,S Hooper,Tue,-1,3,-1.1999999999999993,-1.6,1.4000000000000004,0.20000000000000107,0.3999999999999999,0.0,-1.2000000000000002,-0.6000000000000001,-3.0,-1.0,0.0,-5.0,-0.19999999999999996,-20.0,-1.0,20.0,-1.0,10,12,10,10.670000000000002,-19,-1,-8.7,Stamford Bridge,W
