Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-02-14,17:30 (01:30),FA Cup,Fifth round,Sat,Away,W,2,1,Crystal Palace,,20391,,,Robert Madley,Match Report,
2015-02-19,20:05 (04:05),Europa Lg,Round of 32,Thu,Home,W,1,0,tr Beşiktaş,59,43353,,3-4-3,Szymon Marciniak,Match Report,Leg 1 of 2
2015-02-22,16:15 (00:15),Premier League,Matchweek 26,Sun,Away,W,2,0,Southampton,40,31723,,3-4-3,Kevin Friend,Match Report,
2015-02-26,20:00 (02:00),Europa Lg,Round of 32,Thu,Away,L,0 (4),1 (5),tr Beşiktaş,45,63324,,3-4-1-2,Damir Skomina,Match Report,Leg 2 of 2; Beşiktaş won; Beşiktaş won on penalty kicks following extra time
2015-03-01,12:00 (20:00),Premier League,Matchweek 27,Sun,Home,W,2,1,Manchester City,48,44590,,3-4-3,Mark Clattenburg,Match Report,
2015-03-04,20:00 (04:00),Premier League,Matchweek 28,Wed,Home,W,2,0,Burnley,63,44717,,3-4-3,Lee Mason,Match Report,
2015-03-08,16:00 (00:00),FA Cup,Quarter-finals,Sun,Home,D,0,0,Blackburn,,43820,,,Andre Marriner,Match Report,
2015-03-16,20:00 (04:00),Premier League,Matchweek 29,Mon,Away,W,1,0,Swansea City,54,20828,,3-4-3,Roger East,Match Report,
2015-03-22,13:30 (21:30),Premier League,Matchweek 30,Sun,Home,L,1,2,Manchester Utd,42,44405,,3-4-3,Martin Atkinson,Match Report,
2015-04-04,12:45 (19:45),Premier League,Matchweek 31,Sat,Away,L,1,4,Arsenal,51,60081,,3-4-3,Anthony Taylor,Match Report,
2015-04-08,19:45 (02:45),FA Cup,Quarter-finals,Wed,Away,W,1,0,Blackburn,,28415,,,Kevin Friend,Match Report,
2015-04-13,20:00 (03:00),Premier League,Matchweek 32,Mon,Home,W,2,0,Newcastle Utd,62,44611,,4-3-3,Lee Mason,Match Report,
2015-04-19,15:00 (22:00),FA Cup,Semi-finals,Sun,Away,L,1,2,Aston Villa,,85416,,,Michael Oliver,Match Report,
2015-04-25,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,D,0,0,West Brom,73,26663,,4-2-3-1,Roger East,Match Report,
2015-04-28,19:45 (02:45),Premier League,Matchweek 33,Tue,Away,L,0,1,Hull City,69,24843,,4-3-3,Lee Probert,Match Report,
2015-05-02,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,W,2,1,QPR,62,44707,,4-3-3,Martin Atkinson,Match Report,
2015-05-10,16:00 (23:00),Premier League,Matchweek 36,Sun,Away,D,1,1,Chelsea,52,41547,,4-3-3,Andre Marriner,Match Report,
2015-05-16,17:30 (00:30),Premier League,Matchweek 37,Sat,Home,L,1,3,Crystal Palace,66,44673,,3-4-3,Jonathan Moss,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,1,6,Stoke City,55,27602,,4-3-3,Anthony Taylor,Match Report,
