Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsScoredHA,GoalsConceded,GoalsConcededHA,GoalsDiff,GoalsDiffHA,HTGoalsScored,HTGoalsConceded,HTGoalsScoredHA,HTGoalsConcededHA,HTGoalsDiff,HTGoalsDiffHA,Points,PointsHA,WinPercent,WinPercentHA,WinStreak,UnbPercent,UnbPercentHA,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
N Swarbrick,Mon,0.0,-4,-2.3000000000000007,-2.2,-1.4000000000000004,-1.1999999999999993,-0.3,-0.1,-0.1,0.0,0.0,-0.1,-1.0,1.0,0.0999999999999999,0.3,-0.3,0.0,-2.0,-3.0,-0.3,-0.0999999999999998,-10.0,0.0,0.0,-10.0,-10.0,3.0,-5,-5,-3,-4.329999999999998,15,1,1.5500000000000005,3.5,St Mary's Stadium,D
C Foy,Sun,0.0,1,-2.3000000000000007,-0.7999999999999998,-0.9000000000000004,2.0,0.3,-0.1,0.6,0.3,-0.5999999999999999,-0.1999999999999999,12.0,5.0,0.6000000000000001,-0.2,0.2999999999999999,-0.4,8.0,7.0,-0.0999999999999998,-0.3999999999999999,-10.0,-20.0,0.0,10.0,0.0,2.0,-8,-5,-4,-5.670000000000002,9,0,-0.4500000000000002,3.3,St Mary's Stadium,L
R East,Sat,0.0,-4,4.6,1.4000000000000004,1.9,0.7000000000000011,-0.2999999999999999,0.2,0.3,0.5999999999999999,-1.4,-1.2999999999999998,17.0,19.0,0.0999999999999999,-0.4000000000000001,0.0999999999999999,-0.3999999999999999,5.0,5.0,0.5999999999999999,1.2000000000000002,20.0,40.0,-1.0,20.0,40.0,0.0,4,5,7,5.329999999999998,-11,0,-9.72,6.5,Wembley Stadium,W
M Dean,Tue,0.0,3,1.5,1.0999999999999996,1.2000000000000002,-0.7000000000000011,-0.1999999999999999,0.2,0.3,1.0,-0.9000000000000001,-0.3,12.0,13.0,0.0,-0.3,0.0999999999999999,0.0999999999999999,3.0,0.0,0.8999999999999999,0.9000000000000001,30.0,30.0,1.0,30.0,30.0,8.0,6,10,9,8.329999999999998,-12,0,-6.6,5.5,Emirates Stadium,W
P Tierney,Wed,0.0,-2,1.5,1.5,-0.1000000000000005,3.1,0.3,0.0,0.8,1.2999999999999998,-0.9,-0.8999999999999999,17.0,22.0,0.5,-0.0999999999999999,0.8,0.0,6.0,8.0,1.1,1.4,30.0,40.0,-1.0,50.0,60.0,10.0,8,3,1,4.0,-4,0,-9.78,6.5,Old Trafford,D
A Taylor,Sat,0.0,-4,3.0,2.0,1.5,-1.0999999999999996,0.3,0.2,0.7,1.1,-1.0000000000000002,-1.3,17.0,24.0,0.4999999999999999,-0.4,1.0,-0.7000000000000001,9.0,17.0,1.4,1.1,40.0,30.0,0.0,60.0,50.0,0.0,3,1,2,2.0,-10,0,-6.0,4.5,St Mary's Stadium,D
N Swarbrick,Mon,0.0,-1,-2.6000000000000014,0.7999999999999998,-2.0,1.0,0.2999999999999999,0.1,0.7,0.5999999999999999,-0.5,-0.6,12.0,12.0,0.3999999999999999,0.3,-0.1999999999999999,-0.2,1.0,0.0,0.6,0.7,10.0,10.0,2.0,40.0,50.0,2.0,3,2,-1,1.3400000000000034,-12,0,-10.71,6.0,Emirates Stadium,W
K Friend,Sun,0.0,5,0.3000000000000007,-0.5999999999999996,1.8000000000000007,-3.8000000000000007,-1.0,-0.1,-0.4,0.0,-1.1,-0.5999999999999999,7.0,6.0,-0.0999999999999999,-0.5000000000000001,-0.2,-0.6,4.0,4.0,0.0999999999999999,0.4,0.0,20.0,0.0,10.0,0.0,-2.0,0,-1,9,2.6700000000000017,1,0,-2.85,3.39,St Mary's Stadium,W
A Taylor,Wed,0.0,-1,3.8000000000000007,0.9999999999999996,0.7999999999999998,-1.5,-0.5999999999999999,-0.3,-0.0999999999999998,0.8,-0.3999999999999999,0.1999999999999999,3.0,6.0,0.0,-0.2,0.5,-0.2999999999999999,2.0,8.0,0.0,0.1999999999999999,0.0,10.0,-1.0,0.0,0.0,2.0,9,8,8,8.329999999999998,-12,0,-7.56,4.5,Stamford Bridge,D
A Taylor,Sat,0.0,1,-2.6999999999999997,-1.4999999999999996,1.0999999999999996,0.2999999999999989,-0.8999999999999999,-0.1,-1.0,0.0,-0.1999999999999999,0.0999999999999998,-8.0,-1.0,-0.6000000000000001,-0.3,-0.2,0.0,-3.0,-2.0,-1.2,-0.7999999999999999,-50.0,-30.0,-1.0,-20.0,-20.0,-4.0,-7,-8,-6,-7.0,5,0,1.2999999999999998,3.5,Selhurst Park,W
D Coote,Sat,-1.0,-2,0.7999999999999989,0.6000000000000001,-1.5,-0.4000000000000003,-0.1,0.0,0.3,0.6000000000000001,-1.1,-0.8,14.0,14.0,0.4999999999999999,-0.3999999999999999,0.2,0.0,9.0,2.0,1.3,1.0,40.0,30.0,0.0,50.0,40.0,-3.0,0,0,-2,-0.6599999999999966,11,1,-2.9,3.6,St. James Park,L
C Kavanagh,Sat,1.0,1,7.5,0.8000000000000003,4.4,0.8000000000000007,-0.3,0.0,-0.2999999999999999,-0.1999999999999999,-0.1999999999999999,-0.3,-1.0,1.0,-0.4999999999999999,-0.4,-0.3,-0.5,-1.0,2.0,-0.4999999999999999,-0.3,-20.0,-10.0,0.0,-10.0,-10.0,0.0,7,4,6,5.659999999999997,-11,0,-5.5600000000000005,4.5,Anfield,L
J Moss,Sun,0.0,2,-2.799999999999999,-0.9000000000000004,-2.8000000000000007,-1.0999999999999996,-0.8999999999999999,0.0,-0.5,-0.3999999999999999,0.7000000000000001,-0.2999999999999998,-12.0,-1.0,-0.0999999999999999,0.2,-0.0999999999999999,-0.5,-3.0,4.0,0.1999999999999999,0.4000000000000001,10.0,20.0,3.0,0.0,0.0,5.0,-9,-6,-8,-7.670000000000002,15,0,2.58,4.0,London Stadium,L
P Tierney,Sat,0.0,1,-6.0,-2.7,-3.5,4.9,2.3,0.0,-1.4,-0.8,1.5000000000000002,1.7000000000000002,-29.0,-25.0,-0.8999999999999999,0.7000000000000001,-0.6,0.7,-16.0,-13.0,-1.1999999999999995,-1.5,-40.0,-50.0,-2.0,-40.0,-50.0,-2.0,-11,-9,-7,-9.0,8,0,7.2,6.0,Elland Road,L
A Taylor,Sat,1.0,5,-2.1,0.0,-1.8000000000000007,2.200000000000001,0.5999999999999999,0.0,-1.0000000000000002,-0.1,0.2999999999999999,0.0,-13.0,-1.0,-0.0999999999999999,0.5,0.1999999999999999,0.0,-6.0,2.0,-0.7999999999999998,-0.3999999999999999,-30.0,-20.0,-2.0,-20.0,0.0,-5.0,-3,-5,-6,-4.670000000000002,-1,0,4.88,4.0,Bet365 Stadium,L
G Scott,Wed,0.0,-1,0.5,0.5999999999999996,-0.1000000000000005,3.0,-0.1999999999999999,0.0,0.7999999999999998,1.6,0.0999999999999999,-0.7000000000000001,7.0,23.0,0.3,0.1,0.5,-0.3,2.0,8.0,0.5999999999999999,1.3,30.0,50.0,0.0,0.0,30.0,-2.0,6,10,11,9.0,-3,0,-10.72,6.0,Old Trafford,W
J Moss,Wed,0.0,1,-5.300000000000001,-2.3,0.0,4.1,0.8999999999999999,-0.1,-1.2999999999999998,-0.4000000000000001,1.1,1.0,-24.0,-14.0,-0.8,0.3,0.0,0.3999999999999999,-11.0,-4.0,-2.0,-1.6999999999999995,-70.0,-60.0,-14.0,-60.0,-50.0,-40.0,-9,-5,-5,-6.329999999999998,8,0,7.17,5.5,London Stadium,L
M Clattenburg,Sat,0.0,1,1.200000000000001,1.1999999999999995,1.2999999999999998,-2.5,-0.7,-0.1,-0.5,0.0,-1.1,-0.8999999999999999,6.0,9.0,-0.0999999999999999,0.0,-0.0999999999999999,-0.0999999999999999,-1.0,0.0,0.1,0.6000000000000001,10.0,20.0,0.0,-10.0,20.0,0.0,-8,-6,-4,-6.0,10,1,-1.15,3.2,Selhurst Park,W
A Madley,Wed,0.0,0,-3.799999999999999,-2.3000000000000003,-1.2000000000000002,-1.0999999999999996,-0.1999999999999999,0.0,-0.7000000000000001,-0.6000000000000001,0.3,0.0,-10.0,-6.0,-0.7,0.5,-0.4,0.0999999999999999,-12.0,-5.0,-0.8,-0.5,-30.0,-20.0,0.0,-20.0,-10.0,0.0,-2,-5,-6,-4.340000000000003,5,0,2.0,3.25,Turf Moor,D
L Mason,Sat,0.0,1,-2.799999999999999,-1.0000000000000004,-2.9,0.9000000000000004,0.1999999999999997,0.1,-1.2000000000000002,-0.5,0.5,-0.0999999999999998,-17.0,-4.0,-0.1999999999999999,0.0,0.3,-0.1999999999999999,-2.0,5.0,-1.4,-0.1,-50.0,0.0,-6.0,-40.0,-10.0,-6.0,-6,-8,-13,-9.0,8,0,4.63,4.0,Villa Park,D
N Swarbrick,Sat,0.0,0,2.0,1.5999999999999996,-0.7999999999999998,3.4000000000000004,1.3,0.0,0.1999999999999999,0.5,0.1999999999999999,0.0,0.0,5.0,-0.1,0.0999999999999999,0.0,-0.3,-2.0,3.0,0.1999999999999999,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,-2,-0.6700000000000017,12,0,0.0499999999999998,3.3,Vicarage Road,W
J Moss,Sat,0.0,0,-2.8999999999999986,-0.6000000000000001,-2.1,0.1000000000000014,0.0999999999999998,0.0,0.4999999999999999,0.1,0.5,-0.6000000000000001,0.0,7.0,-0.1999999999999999,0.0,0.0999999999999999,-0.3,-2.0,4.0,0.2999999999999999,0.6000000000000001,20.0,20.0,0.0,-10.0,20.0,0.0,1,1,2,1.3299999999999983,3,0,0.1,3.25,London Stadium,W
M Oliver,Tue,0.0,1,-3.9,-0.6999999999999993,1.7999999999999998,-0.6999999999999993,-0.2999999999999998,0.0,-0.8000000000000003,-0.5000000000000002,0.8999999999999999,0.1999999999999999,-17.0,-7.0,0.0,0.6000000000000001,-0.2,0.4999999999999999,-6.0,-7.0,-0.8,-0.1,-20.0,0.0,-1.0,-40.0,-10.0,-1.0,-10,-8,-10,-9.329999999999998,14,0,2.48,3.4,Dean Court,D
A Taylor,Sat,-1.0,3,1.0999999999999996,0.3999999999999999,-0.2000000000000001,-2.5,-0.6000000000000001,-0.1,0.3999999999999999,1.0,-1.0000000000000002,-0.7999999999999998,14.0,18.0,0.3999999999999999,-0.0999999999999999,0.6,-0.3,5.0,9.0,1.4,1.5,40.0,40.0,1.0,60.0,70.0,3.0,0,1,2,1.0,-10,-1,-1.35,3.3,The Hawthorns,L
M Clattenburg,Tue,0.0,0,-3.6,-1.0,-0.5,5.0,1.3000000000000005,-0.1,-1.5,-0.6999999999999997,0.8,-0.3,-23.0,-4.0,-0.8,0.6000000000000001,-0.0999999999999999,0.1,-14.0,-2.0,-1.7,0.0,-60.0,0.0,-3.0,-50.0,0.0,-14.0,0,-3,-1,-1.3299999999999983,9,0,2.29,3.75,Goodison Park,W
J Moss,Sat,0.0,1,4.799999999999999,2.4000000000000004,2.3999999999999995,0.9000000000000004,0.1,0.0,1.4,0.9,-0.2000000000000001,-1.2,16.0,21.0,0.4,0.0,0.6000000000000001,-0.5,4.0,11.0,0.7,0.9,20.0,30.0,0.0,30.0,30.0,4.0,-2,3,4,1.6700000000000017,-2,0,-3.75,3.75,Boleyn Ground,D
C Pawson,Sat,0.0,0,0.3000000000000007,2.7,-1.2999999999999998,-1.9000000000000004,-0.1999999999999999,-0.1,2.2,1.5000000000000002,-0.5,-0.3,27.0,18.0,1.1,0.0,0.7999999999999999,0.1999999999999999,11.0,6.0,1.3,0.9000000000000001,50.0,40.0,3.0,30.0,10.0,2.0,3,5,6,4.670000000000002,-9,0,-4.97,4.0,Tottenham Hotspur Stadium,L
K Friend,Sat,0.0,1,-0.3000000000000007,-1.4,-0.1,0.200000000000001,0.0,0.0,-0.8,-0.2,1.1,0.3999999999999999,-19.0,-6.0,-0.1999999999999999,0.6,0.1,-0.3999999999999999,-8.0,5.0,-1.4,-0.8999999999999999,-30.0,-30.0,0.0,-80.0,-30.0,-6.0,-4,-2,-2,-2.6599999999999966,6,1,0.9500000000000002,3.4,Carrow Road,L
R Madley,Sat,0.0,1,6.1,2.1,3.1000000000000005,-1.1999999999999993,-0.5,0.0,0.2,0.2,0.1,-0.7999999999999998,1.0,10.0,0.1,0.1999999999999999,0.2999999999999999,0.0,-1.0,3.0,-0.0999999999999998,0.5,-10.0,10.0,0.0,10.0,30.0,0.0,0,-2,-1,-1.0,-2,0,-2.59,3.6,Dean Court,W
A Taylor,Sat,3.0,-2,3.0,0.5999999999999996,3.0,-3.1999999999999997,-0.5999999999999999,0.0,1.2,1.4,-0.7,-0.7999999999999999,19.0,22.0,0.3999999999999999,-0.3999999999999999,0.5000000000000001,-0.5,8.0,10.0,1.1,1.1,40.0,40.0,2.0,30.0,30.0,15.0,6,8,1,5.0,-6,0,-8.72,6.0,Etihad Stadium,L
G Scott,Wed,-1.0,0,0.1000000000000014,1.1,0.5,1.1999999999999993,0.2999999999999998,-0.1,0.3,0.5,0.3999999999999999,0.5,-1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,4,1.6700000000000017,-4,0,-1.9,3.75,London Stadium,W
M Dean,Thu,0.0,-2,0.5,0.5,0.3999999999999999,-4.100000000000001,0.5999999999999999,-0.1,-0.1999999999999999,0.2999999999999999,0.1,-0.1999999999999999,-3.0,5.0,-0.3,0.5,-0.3,0.1999999999999999,-8.0,-5.0,0.3,0.5999999999999999,10.0,20.0,0.0,10.0,20.0,-1.0,1,-2,1,0.0,4,0,0.5499999999999998,3.25,Turf Moor,W
A Marriner,Sat,0.0,4,-1.4000000000000004,-0.7000000000000002,-1.7000000000000002,3.5,0.5999999999999999,0.0,-1.1,0.0,0.6000000000000001,0.4,-17.0,-4.0,-0.3,0.3,0.0999999999999999,0.1,-6.0,0.0,-0.9000000000000001,-0.2000000000000001,-30.0,0.0,-7.0,-30.0,-20.0,-12.0,-6,-5,-10,-7.0,6,0,8.14,5.25,St. James Park,L
M Jones,Sat,0.0,-1,-0.8999999999999986,0.7999999999999998,1.0,1.0999999999999996,0.6000000000000001,-0.1,0.7999999999999999,0.4,-0.2999999999999998,-0.4,11.0,8.0,1.0,0.0,0.4,-0.3,10.0,7.0,0.9,0.7999999999999999,30.0,30.0,1.0,30.0,20.0,0.0,10,7,11,9.329999999999998,-9,0,-8.64,5.25,Old Trafford,W
L Mason,Sat,0.0,0,0.3000000000000007,-1.0,1.5,0.9000000000000004,0.3999999999999999,0.1,0.0,0.5,0.3999999999999999,0.1,-4.0,4.0,-0.1,0.4999999999999999,0.3,0.4,-6.0,-1.0,-0.6000000000000001,0.0999999999999998,-10.0,10.0,-1.0,-40.0,-10.0,-1.0,-2,2,1,0.3299999999999983,-1,0,-0.75,3.3,The Hawthorns,W
L Mason,Wed,0.0,0,2.700000000000001,0.7999999999999998,3.8000000000000007,1.1000000000000014,0.5999999999999999,-0.1,0.3,0.9000000000000001,-0.6000000000000001,-1.1,9.0,20.0,0.3,-0.4,0.3,-0.5000000000000001,7.0,8.0,0.6,1.4999999999999998,20.0,50.0,1.0,20.0,50.0,0.0,8,7,7,7.329999999999998,-8,0,-8.14,5.25,Anfield,D
J Moss,Tue,0.0,0,0.5,1.2000000000000002,0.7999999999999998,-2.9000000000000004,-0.9000000000000001,0.3,0.8999999999999999,1.1,-0.1999999999999999,-0.7,11.0,18.0,0.1999999999999999,-0.3999999999999999,0.4,-0.3,6.0,7.0,0.8999999999999999,1.0000000000000002,30.0,40.0,3.0,30.0,20.0,3.0,7,6,9,7.329999999999998,-2,0,-7.05,4.5,Old Trafford,W
D Coote,Sat,-1.0,2,-9.999999999999998,-3.6,-3.2,1.1999999999999993,0.0,-0.1,-1.6,-1.8,0.7,1.4,-23.0,-32.0,-0.5,0.0999999999999999,-1.0,0.8,-6.0,-18.0,-1.5,-1.8,-60.0,-70.0,-1.0,-30.0,-40.0,-1.0,-7,-10,-8,-8.340000000000003,12,0,8.67,5.0,Selhurst Park,L
P Dowd,Sat,0.0,0,0.5,-0.5,-1.1000000000000003,-1.700000000000001,-0.3999999999999999,-0.1,-1.0,-1.1,0.6000000000000001,-0.8999999999999999,-16.0,-2.0,-1.0,0.6,-1.1,-0.4,-16.0,-7.0,-0.8,-0.3,-30.0,-10.0,-3.0,-20.0,-10.0,-3.0,-9,-8,-14,-10.329999999999998,10,0,4.93,4.2,Carrow Road,L
S Attwell,Tue,0.0,0,-2.4000000000000004,-1.5999999999999996,-1.4000000000000004,0.8000000000000007,0.1,0.0,-1.4,-0.7,0.4,-1.0,-18.0,3.0,-0.2999999999999999,-0.2999999999999999,-0.2999999999999999,-0.8,0.0,5.0,-0.5,0.3,-10.0,10.0,0.0,-30.0,10.0,0.0,-3,-2,-3,-2.6700000000000017,3,0,3.59,3.8,Molineux Stadium,W
P Tierney,Sun,0.0,-6,-5.500000000000002,-2.3000000000000003,-2.3999999999999995,-0.3000000000000007,0.0,0.0,-0.9,-0.3999999999999999,1.1,0.5,-20.0,-9.0,-0.5,1.1,-0.2,0.7999999999999999,-16.0,-10.0,-0.8,-0.1999999999999999,-20.0,0.0,-1.0,-40.0,-20.0,-2.0,-6,-9,-3,-6.0,20,1,4.5,4.5,Villa Park,L
C Pawson,Sat,0.0,4,-1.1999999999999993,-1.0,-1.4,-0.8000000000000007,-0.5999999999999999,0.0,-0.7,0.8,-1.0000000000000002,-0.8000000000000003,3.0,16.0,-0.6000000000000001,-0.2,-0.1,0.3,-4.0,-4.0,0.0999999999999998,1.1,-10.0,30.0,-1.0,30.0,50.0,-1.0,-3,-4,-9,-5.329999999999998,6,0,-1.65,3.6,Swansea.com Stadium,W
M Atkinson,Sat,0.0,-2,-7.600000000000001,-4.5,-3.3000000000000007,1.799999999999999,0.1,0.0,-1.1,-0.2000000000000001,0.7999999999999998,0.5,-19.0,-7.0,-0.8,0.4,-0.2,-0.1,-12.0,-1.0,-0.7999999999999999,-0.2,-30.0,0.0,0.0,-20.0,-20.0,0.0,-5,-10,-7,-7.329999999999998,7,0,2.65,3.75,DW Stadium,L
A Taylor,Sat,1.0,0,-2.6999999999999997,-2.5,-2.6,2.6000000000000014,2.0,0.0,-0.6000000000000001,0.0,1.1999999999999995,-0.1999999999999997,-18.0,2.0,-0.3999999999999999,0.7000000000000001,-0.1999999999999999,-0.1999999999999999,-11.0,0.0,-0.7,0.0,-20.0,0.0,2.0,-30.0,0.0,2.0,1,0,3,1.3299999999999983,-6,0,-0.3799999999999999,3.75,Elland Road,D
M Atkinson,Sat,0.0,0,-1.5999999999999996,-0.7999999999999998,-1.5,0.5,0.1999999999999999,0.2,-0.7999999999999999,-0.3,0.7,1.1,-15.0,-14.0,-0.4,-0.4000000000000001,-0.3,0.5,0.0,-8.0,-1.0,-0.8,-30.0,-20.0,0.0,-40.0,-40.0,0.0,3,0,3,2.0,-4,-1,1.1999999999999995,3.2,Villa Park,L
R Madley,Sat,0.0,0,5.9,0.7000000000000002,1.7000000000000002,-1.4000000000000004,0.1999999999999999,0.0,-0.2000000000000001,0.8999999999999999,-0.3,-1.0,1.0,19.0,-0.6,-0.0999999999999999,-0.2999999999999999,-0.9,-5.0,6.0,-0.5000000000000002,1.3000000000000005,-30.0,40.0,-1.0,10.0,50.0,3.0,5,7,4,5.329999999999998,3,0,-10.75,7.0,Etihad Stadium,W
M Dean,Sat,0.0,0,3.799999999999999,2.1000000000000005,1.8999999999999997,3.1,0.4000000000000001,0.0,0.1999999999999999,0.4000000000000001,-0.8,-2.0,10.0,24.0,0.8,-0.6000000000000001,0.4,-1.4,14.0,18.0,0.4000000000000001,1.1,0.0,30.0,-2.0,40.0,50.0,-2.0,4,1,3,2.6599999999999966,-11,0,-8.14,5.25,White Hart Lane,W
A Marriner,Tue,0.0,1,7.200000000000001,2.5000000000000004,0.7000000000000002,-4.0,-0.5,-0.1,1.7,1.1,-0.7,-1.3,24.0,24.0,0.4999999999999999,-0.5,0.7,-0.6,10.0,13.0,1.6,1.8,60.0,60.0,2.0,40.0,60.0,3.0,5,4,8,5.670000000000002,-11,0,-13.78,7.0,Emirates Stadium,L
A Taylor,Wed,0.0,0,2.4000000000000004,1.5,0.9000000000000004,-1.8000000000000007,-0.0999999999999999,0.0,0.2000000000000001,1.1,0.8,0.0999999999999999,-6.0,10.0,-0.3,0.9,0.8,0.3,-12.0,5.0,-0.3000000000000002,0.8999999999999999,-10.0,40.0,0.0,-10.0,10.0,-3.0,4,2,-3,1.0,-5,0,-2.75,3.8,Anfield,W
A Madley,Sat,0.0,-7,-0.6999999999999993,-1.2000000000000002,-1.1000000000000003,-0.0999999999999996,-0.5999999999999999,-0.1,-0.0999999999999998,0.5999999999999999,-0.1999999999999999,0.4,1.0,2.0,0.1,-0.2999999999999999,0.4,0.0999999999999999,4.0,3.0,0.5,0.5,10.0,10.0,0.0,30.0,30.0,1.0,0,3,1,1.3299999999999983,-6,0,0.2999999999999998,3.4,King Power Stadium,D
C Foy,Tue,0.0,0,-0.5999999999999996,-0.2999999999999998,1.6,-3.700000000000001,-1.2,0.0,-0.3,-0.2,0.4000000000000001,0.4000000000000001,-7.0,-6.0,-0.6000000000000001,0.2,-0.3999999999999999,0.5,-8.0,-9.0,-0.1,-0.1999999999999999,0.0,0.0,0.0,-10.0,-20.0,0.0,-3,-2,-2,-2.3299999999999983,6,1,-0.5,3.4,Cardiff City Stadium,D
R East,Sat,0.0,0,0.200000000000001,0.4999999999999995,-2.1999999999999997,4.5,0.7000000000000002,-0.1,-0.3,-0.1,0.0999999999999998,0.3,-4.0,-4.0,-0.1,0.0,-0.1999999999999999,0.0999999999999999,-1.0,-3.0,-0.0999999999999999,-0.3,0.0,-10.0,0.0,-10.0,-10.0,0.0,-2,-1,0,-1.0,6,0,0.4500000000000002,3.3,Villa Park,D
S Hooper,Thu,1.0,0,1.3999999999999986,-0.2000000000000001,-0.2999999999999998,-0.0999999999999996,0.7999999999999998,-0.1,-0.4000000000000001,0.1999999999999999,1.7,0.7,-21.0,-5.0,-0.5,1.1,-0.0999999999999999,0.4,-16.0,-5.0,-0.7,0.0,-20.0,-10.0,-2.0,-30.0,20.0,-2.0,-3,1,-1,-1.0,-2,0,0.2000000000000001,3.5,Elland Road,L
M Dean,Sat,0.0,-1,0.6000000000000014,0.0,-0.0999999999999996,0.8000000000000007,0.8999999999999999,0.1,0.1999999999999999,0.5,0.1999999999999999,0.6000000000000001,0.0,-1.0,0.1999999999999999,0.5,0.6000000000000001,0.4,-3.0,2.0,-0.3999999999999999,-0.0999999999999998,-20.0,0.0,-1.0,0.0,-10.0,1.0,4,9,12,8.329999999999998,-17,-1,-2.5,3.6,Emirates Stadium,D
S Hooper,Sat,1.0,-1,0.4000000000000003,-0.8,1.0,1.5,0.6000000000000001,0.1,-0.3999999999999999,-0.1,0.3,-0.5,-7.0,4.0,-0.1,-0.0999999999999999,-0.3999999999999999,0.0999999999999999,0.0,-5.0,-0.3,0.2999999999999999,0.0,20.0,0.0,-30.0,-10.0,0.0,-4,-2,-5,-3.6599999999999966,-5,0,0.5499999999999998,3.2,Bramall Lane,L
C Pawson,Sun,0.0,0,9.6,3.7,5.6,1.5999999999999996,0.8999999999999999,-0.1,1.3,2.1,-0.3,-1.1,16.0,32.0,1.1,-0.3999999999999999,0.7,-0.7,15.0,14.0,0.8999999999999999,2.0,40.0,80.0,1.0,10.0,40.0,-1.0,9,13,7,9.670000000000002,-12,0,-21.86,9.0,Etihad Stadium,W
R Madley,Thu,0.0,0,0.0999999999999996,0.2999999999999998,-4.4,-2.6,1.2,0.3,0.0,0.0,-0.5999999999999999,-0.4000000000000001,6.0,4.0,0.3,-0.3999999999999999,0.3,0.0999999999999999,7.0,2.0,0.4000000000000001,0.5,10.0,20.0,0.0,20.0,10.0,0.0,3,-1,1,1.0,4,0,-0.8999999999999999,3.3,Villa Park,D
R Madley,Sat,0.0,3,0.3999999999999986,1.1999999999999995,0.6999999999999997,1.200000000000001,0.3999999999999999,0.0,-0.0999999999999999,0.6,0.5999999999999999,0.6000000000000001,-7.0,0.0,-0.3,0.4,0.3999999999999999,0.7,-7.0,-3.0,-0.2999999999999999,0.0999999999999999,0.0,20.0,0.0,-30.0,-30.0,-1.0,1,1,3,1.6700000000000017,-7,-1,-2.1,3.2,Selhurst Park,W
C Pawson,Sun,0.0,-3,0.1000000000000014,-0.2000000000000001,0.7000000000000002,-0.9000000000000004,0.3,-0.1,-0.1999999999999999,0.2999999999999998,-0.3,-1.1,1.0,14.0,0.0,0.0999999999999999,0.3,-0.1,-1.0,4.0,0.1999999999999999,1.2,0.0,30.0,-1.0,20.0,60.0,1.0,6,4,7,5.670000000000002,-17,-1,-5.55,4.5,Old Trafford,D
M Oliver,Sun,0.0,5,-0.2999999999999989,-0.3999999999999994,-2.9000000000000004,0.5999999999999996,-0.5,-0.1,-0.2999999999999998,0.5,0.9000000000000001,-0.3999999999999999,-12.0,9.0,0.1999999999999999,0.7,0.0,-0.3,-5.0,3.0,0.1,0.5,10.0,10.0,1.0,-10.0,30.0,-1.0,0,0,-2,-0.6599999999999966,2,0,0.1799999999999997,3.3,Carrow Road,D
K Friend,Fri,0.0,1,-5.199999999999999,-1.1000000000000003,-2.2,-0.200000000000001,0.2999999999999998,0.0,-0.8000000000000003,-1.4,0.3999999999999999,1.2000000000000002,-12.0,-26.0,-0.3,0.0999999999999999,-0.6000000000000001,0.4999999999999999,-4.0,-11.0,-0.7000000000000002,-2.0,-40.0,-80.0,1.0,10.0,-40.0,1.0,-9,-10,-7,-8.659999999999997,11,0,9.75,6.0,St. James Park,L
M Atkinson,Sun,0.0,1,2.1999999999999997,0.0999999999999996,0.8999999999999995,-5.299999999999999,-1.2999999999999998,0.2,0.2000000000000001,0.0,-0.2,-0.5000000000000001,4.0,5.0,0.0,-0.1,0.6000000000000001,-0.4999999999999999,1.0,11.0,0.5,0.1999999999999999,30.0,10.0,3.0,-10.0,0.0,-5.0,1,4,2,2.3299999999999983,-2,0,-3.27,4.0,Emirates Stadium,D
M Atkinson,Mon,0.0,4,-6.199999999999999,-2.0,-3.4000000000000004,-0.0999999999999996,0.7,0.0,-0.8999999999999999,-0.7999999999999998,0.2,0.8999999999999999,-11.0,-17.0,-0.1999999999999999,0.2999999999999999,-0.7000000000000001,0.6000000000000001,-5.0,-13.0,-1.2,-1.6,-50.0,-60.0,-1.0,-20.0,-40.0,1.0,-10,-11,-7,-9.329999999999998,13,0,8.67,5.0,Selhurst Park,D
J Moss,Sat,0.0,0,0.5,0.7000000000000002,-0.1000000000000005,-2.0,0.0,0.0,0.5999999999999999,0.4000000000000001,0.0,0.8,6.0,-4.0,-0.0999999999999999,-0.1,0.0,0.0999999999999999,0.0,-1.0,0.8,0.1999999999999999,20.0,10.0,0.0,40.0,0.0,2.0,2,-2,-3,-1.0,-5,0,-0.5,3.39,Dean Court,D
P Tierney,Thu,0.0,2,-1.799999999999999,-0.8000000000000003,-1.2000000000000002,-2.0,0.2999999999999998,0.1,-0.4000000000000001,-0.3999999999999999,0.9999999999999998,0.3999999999999999,-14.0,-8.0,0.0,0.6000000000000001,-0.0999999999999999,0.3,-6.0,-4.0,-1.0,-0.3999999999999999,-30.0,-10.0,-1.0,-40.0,-20.0,-1.0,-6,-6,-7,-6.329999999999998,10,0,3.59,3.8,Dean Court,D
A Taylor,Sun,0.0,0,0.7999999999999989,0.9000000000000004,0.5,0.0999999999999996,-0.9000000000000001,-0.1,1.1,0.3,-1.5,-0.8,26.0,11.0,0.5,-0.9,0.4,-0.7000000000000001,14.0,11.0,0.9999999999999998,0.0,30.0,0.0,1.0,40.0,0.0,6.0,-2,3,-1,0.0,2,0,-4.43,4.0,Stamford Bridge,D
