Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-01-19,,Premier League,Matchweek 22,Sun,Away,W,3,1,Swansea City,,,,4-2-3-1,Martin Atkinson,Match Report,
2014-01-29,,Premier League,Matchweek 23,Wed,Home,L,1,5,Manchester City,,,,4-2-3-1,Andre Marriner,Match Report,
2014-02-01,,Premier League,Matchweek 24,Sat,Away,D,1,1,Hull City,,,,4-4-2,Anthony Taylor,Match Report,
2014-02-09,,Premier League,Matchweek 25,Sun,Home,W,1,0,Everton,,,,4-3-3,Mark Clattenburg,Match Report,
2014-02-12,,Premier League,Matchweek 26,Wed,Away,W,4,0,Newcastle Utd,,,,4-3-3,Neil Swarbrick,Match Report,
2014-02-20,,Europa Lg,Round of 32,Thu,Away,L,0,1,ua Dnipro,,,,4-3-3,Mateu Lahoz,Match Report,Leg 1 of 2
2014-02-23,,Premier League,Matchweek 27,Sun,Away,L,0,1,Norwich City,,,,4-1-4-1,Craig Pawson,Match Report,
2014-02-27,,Europa Lg,Round of 32,Thu,Home,W,3,1,ua Dnipro,,,,4-4-2,Antony Gautier,Match Report,Leg 2 of 2; Tottenham won
2014-03-02,,Premier League,Matchweek 28,Sun,Home,W,1,0,Cardiff City,,,,4-4-2,Phil Dowd,Match Report,
2014-03-08,,Premier League,Matchweek 29,Sat,Away,L,0,4,Chelsea,,,,4-2-3-1,Michael Oliver,Match Report,
2014-03-13,,Europa Lg,Round of 16,Thu,Home,L,1,3,pt Benfica,,,,4-4-1-1,Jonas Eriksson,Match Report,Leg 1 of 2
2014-03-16,,Premier League,Matchweek 30,Sun,Home,L,0,1,Arsenal,,,,4-5-1,Mike Dean,Match Report,
2014-03-20,,Europa Lg,Round of 16,Thu,Away,D,2,2,pt Benfica,,,,4-2-3-1,Damir Skomina,Match Report,Leg 2 of 2; Benfica won
2014-03-23,,Premier League,Matchweek 31,Sun,Home,W,3,2,Southampton,,,,4-2-3-1,Anthony Taylor,Match Report,
2014-03-30,,Premier League,Matchweek 32,Sun,Away,L,0,4,Liverpool,,,,4-2-3-1,Phil Dowd,Match Report,
2014-04-07,,Premier League,Matchweek 33,Mon,Home,W,5,1,Sunderland,,,,4-1-2-1-2◆,Lee Mason,Match Report,
2014-04-12,,Premier League,Matchweek 34,Sat,Away,D,3,3,West Brom,,,,4-4-2,Neil Swarbrick,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Home,W,3,1,Fulham,,,,4-4-2,Lee Probert,Match Report,
2014-04-26,,Premier League,Matchweek 36,Sat,Away,W,1,0,Stoke City,,,,4-4-2,Andre Marriner,Match Report,
2014-05-03,,Premier League,Matchweek 37,Sat,Away,L,0,2,West Ham,,,,4-4-2,Phil Dowd,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Home,W,3,0,Aston Villa,,,,4-4-2,Jon Moss,Match Report,
